assign_date,cve_id,cwe_id,cve_publish_date,cvss2_accesscomplexity,cvss2_accessvector,cvss2_authentication,cvss2_availabilityimpact,cvss2_basescore,cvss2_confidentialityimpact,cvss2_exploitabilityscore,cvss2_impactscore,cvss2_integrityimpact,cvss2_obtainallprivilege,cvss2_obtainotherprivilege,cvss2_obtainuserprivilege,cvss2_severity,cvss2_userinteractionrequired,num_of_affected_cpe,num_of_reference,nvd_poc_link,train_label,assign_to_publish,dw_users,dw_post,reference_tag,reference_source,cpe_products,cpe_vendors,cve_description
2014-12-01,CVE-2015-0316,NVD-CWE-noinfo,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,19,14,f,f,67,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-0314, CVE-2015-0318, CVE-2015-0321, CVE-2015-0329, and CVE-2015-0330."
2014-12-01,CVE-2015-0326,NVD-CWE-Other,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,19,13,f,t,67,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to cause a denial of service (NULL pointer dereference) or possibly have unspecified other impact via unknown vectors, a different vulnerability than CVE-2015-0325 and CVE-2015-0328."
2014-12-01,CVE-2015-0329,NVD-CWE-noinfo,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,19,14,f,f,67,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-0314, CVE-2015-0316, CVE-2015-0318, CVE-2015-0321, and CVE-2015-0330."
2014-12-01,CVE-2015-0330,NVD-CWE-noinfo,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,19,14,f,t,67,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-0314, CVE-2015-0316, CVE-2015-0318, CVE-2015-0321, and CVE-2015-0329."
2014-12-01,CVE-2015-0315,NVD-CWE-Other,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,19,14,f,f,67,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Use-after-free vulnerability in Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2015-0313, CVE-2015-0320, and CVE-2015-0322."
2014-12-01,CVE-2015-0328,NVD-CWE-Other,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,19,13,f,t,67,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to cause a denial of service (NULL pointer dereference) or possibly have unspecified other impact via unknown vectors, a different vulnerability than CVE-2015-0325 and CVE-2015-0326."
2014-12-01,CVE-2015-0318,NVD-CWE-noinfo,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,19,14,f,f,67,4,3,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-0314, CVE-2015-0316, CVE-2015-0321, CVE-2015-0329, and CVE-2015-0330."
2014-12-01,CVE-2015-0325,NVD-CWE-Other,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,19,13,f,t,67,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to cause a denial of service (NULL pointer dereference) or possibly have unspecified other impact via unknown vectors, a different vulnerability than CVE-2015-0326 and CVE-2015-0328."
2014-12-01,CVE-2015-0323,CWE-119,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,19,14,f,t,67,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Heap-based buffer overflow in Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2015-0327."
2014-12-01,CVE-2015-0314,NVD-CWE-noinfo,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,19,14,f,t,67,6,4,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-0316, CVE-2015-0318, CVE-2015-0321, CVE-2015-0329, and CVE-2015-0330."
2015-02-16,CVE-2015-1613,CWE-200,2015-02-16,LOW,NETWORK,SINGLE,NONE,4,PARTIAL,8,2.9,NONE,f,f,f,MEDIUM,f,1,1,f,f,0,0,0,rhodecode_enterprise,rhodecode,CONFIRM,Vendor Advisory,"RhodeCode before 2.2.7 allows remote authenticated users to obtain API keys and other sensitive information via the (1) update_repo, (2) get_locks, or (3) get_user_groups API method."
2014-11-18,CVE-2015-0271,CWE-200,2015-03-10,LOW,NETWORK,SINGLE,NONE,4,PARTIAL,8,2.9,NONE,f,f,f,MEDIUM,f,2,3,f,f,112,0,0,openstack,redhat,REDHAT,Vendor Advisory,The log-viewing function in the Red Hat redhat-access-plugin before 6.0.3 for OpenStack Dashboard (horizon) allows remote attackers to read arbitrary files via a crafted path.
2014-11-18,CVE-2015-0097,CWE-19,2015-03-11,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,7,3,f,t,113,0,0,word excel powerpoint,microsoft,MS SECTRACK EXPLOIT-DB,na,"Microsoft Excel 2007 SP3, PowerPoint 2007 SP3, Word 2007 SP3, Excel 2010 SP2, PowerPoint 2010 SP2, and Word 2010 SP2 allow remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Word Local Zone Remote Code Execution Vulnerability."""
2014-12-01,CVE-2015-0340,NVD-CWE-Other,2015-03-13,LOW,NETWORK,NONE,NONE,5,NONE,10,2.9,PARTIAL,f,f,f,MEDIUM,f,20,8,f,f,102,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,Adobe Flash Player before 13.0.277 and 14.x through 17.x before 17.0.134 on Windows and OS X and before 11.2.202.451 on Linux allows remote attackers to bypass intended file-upload restrictions via unspecified vectors.
2014-12-01,CVE-2015-0342,NVD-CWE-Other,2015-03-13,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,20,8,f,f,102,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Use-after-free vulnerability in Adobe Flash Player before 13.0.277 and 14.x through 17.x before 17.0.134 on Windows and OS X and before 11.2.202.451 on Linux allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2015-0341."
2014-12-01,CVE-2015-0337,CWE-264,2015-03-13,LOW,NETWORK,NONE,NONE,5,NONE,10,2.9,PARTIAL,f,f,f,MEDIUM,f,20,8,f,f,102,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,Adobe Flash Player before 13.0.277 and 14.x through 17.x before 17.0.134 on Windows and OS X and before 11.2.202.451 on Linux allows remote attackers to bypass the Same Origin Policy via unspecified vectors.
2014-12-01,CVE-2015-0339,CWE-399,2015-03-13,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,20,8,f,t,102,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.277 and 14.x through 17.x before 17.0.134 on Windows and OS X and before 11.2.202.451 on Linux allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-0332, CVE-2015-0333, and CVE-2015-0335."
2014-12-01,CVE-2015-0336,NVD-CWE-noinfo,2015-03-13,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,f,20,10,f,t,102,6,5,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT BID SECTRACK CONFIRM SUSE GENTOO EXPLOIT-DB, Patch Vendor Advisory,"Adobe Flash Player before 13.0.277 and 14.x through 17.x before 17.0.134 on Windows and OS X and before 11.2.202.451 on Linux allows attackers to execute arbitrary code by leveraging an unspecified ""type confusion,"" a different vulnerability than CVE-2015-0334."
2014-12-01,CVE-2015-0338,NVD-CWE-Other,2015-03-13,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,20,8,f,t,102,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,Integer overflow in Adobe Flash Player before 13.0.277 and 14.x through 17.x before 17.0.134 on Windows and OS X and before 11.2.202.451 on Linux allows attackers to execute arbitrary code via unspecified vectors.
2015-04-09,CVE-2015-3041,NVD-CWE-noinfo,2015-04-14,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,31,9,f,f,5,0,0,enterprise_linux_desktop_supplementary linux_kernel opensuse mac_os_x enterprise_linux_workstation_supplementary enterprise_linux_server_supplementary suse_linux_workstation_extension enterprise_linux_server_supplementary_eus flash_player windows suse_linux_enterprise_desktop,linux microsoft opensuse adobe apple suse redhat,REDHAT BID SECTRACK CONFIRM SUSE GENTOO,Third Party Advisory  Patch Vendor Advisory,"Adobe Flash Player before 13.0.281 and 14.x through 17.x before 17.0.169 on Windows and OS X and before 11.2.202.457 on Linux allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-0347, CVE-2015-0350, CVE-2015-0352, CVE-2015-0353, CVE-2015-0354, CVE-2015-0355, CVE-2015-0360, CVE-2015-3038, CVE-2015-3042, and CVE-2015-3043."
2015-02-17,CVE-2015-1639,CWE-79,2015-04-14,MEDIUM,NETWORK,NONE,NONE,4.3,NONE,8.6,2.9,PARTIAL,f,f,f,MEDIUM,t,1,2,f,f,56,0,0,office,microsoft,MS SECTRACK,na,"Cross-site scripting (XSS) vulnerability in Microsoft Office for Mac 2011 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors, aka ""Microsoft Outlook App for Mac XSS Vulnerability."""
2015-02-17,CVE-2015-1641,CWE-399,2015-04-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,11,3,f,t,56,58,43,word office_compatibility_pack sharepoint_server office office_web_apps,microsoft,MS BID SECTRACK,na,"Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word 2013 SP1, Word 2013 RT SP1, Word for Mac 2011, Office Compatibility Pack SP3, Word Automation Services on SharePoint Server 2010 SP2 and 2013 SP1, and Office Web Apps Server 2010 SP2 and 2013 SP1 allow remote attackers to execute arbitrary code via a crafted RTF document, aka ""Microsoft Office Memory Corruption Vulnerability."""
2015-02-17,CVE-2015-1638,CWE-264,2015-04-14,MEDIUM,NETWORK,NONE,NONE,5.8,PARTIAL,8.6,4.9,PARTIAL,f,f,f,MEDIUM,f,3,2,f,f,56,0,0,windows_server_2012,microsoft,MS SECTRACK,na,"Microsoft Active Directory Federation Services (AD FS) 3.0 on Windows Server 2012 R2 does not properly handle logoff actions, which allows remote attackers to bypass intended access restrictions by leveraging an unattended workstation, aka ""Active Directory Federation Services Information Disclosure Vulnerability."""
2015-02-17,CVE-2015-1646,CWE-264,2015-04-14,MEDIUM,NETWORK,NONE,NONE,4.3,PARTIAL,8.6,2.9,NONE,f,f,f,MEDIUM,t,1,2,f,f,56,0,0,xml_core_services,microsoft,MS SECTRACK,na,"Microsoft XML Core Services (aka MSXML) 3.0 allows remote attackers to bypass the Same Origin Policy and obtain sensitive information via a crafted DTD, aka ""MSXML3 Same Origin Policy SFB Vulnerability."""
2015-02-17,CVE-2015-1648,CWE-19,2015-04-14,HIGH,NETWORK,NONE,NONE,2.6,PARTIAL,4.9,2.9,NONE,f,f,f,LOW,f,8,2,f,f,56,0,0,.net_framework,microsoft,MS SECTRACK,na,"ASP.NET in Microsoft .NET Framework 1.1 SP1, 2.0 SP2, 3.5, 3.5.1, 4, 4.5, 4.5.1, and 4.5.2, when the customErrors configuration is disabled, allows remote attackers to obtain sensitive configuration-file information via a crafted request, aka ""ASP.NET Information Disclosure Vulnerability."""
2015-02-17,CVE-2015-1644,CWE-264,2015-04-14,LOW,LOCAL,NONE,COMPLETE,7.2,COMPLETE,3.9,10,COMPLETE,f,f,f,HIGH,f,13,3,f,f,56,2,2,windows_rt_8.1 windows_server_2008 windows_vista windows_8 windows_server_2003 windows_7 windows_rt windows_server_2012 windows_8.1,microsoft,MS BID SECTRACK,Third Party Advisory VDB Entry Patch Vendor Advisory,"Microsoft Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, and Windows RT Gold and 8.1 do not properly constrain impersonation levels, which allows local users to gain privileges via a crafted application, aka ""Windows MS-DOS Device Name Vulnerability."""
2015-02-17,CVE-2015-1645,CWE-94,2015-04-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,6,4,f,f,56,0,0,windows_server_2003 windows_7 windows_vista windows_server_2008,microsoft,MS SECTRACK BUGTRAQ MISC,na,"Microsoft Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, and Windows 7 SP1 allow remote attackers to execute arbitrary code via a crafted Enhanced Metafile (EMF) image, aka ""EMF Processing Remote Code Execution Vulnerability."""
2015-02-17,CVE-2015-1652,CWE-399,2015-04-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,6,3,f,f,56,0,0,internet_explorer,microsoft,MS BID SECTRACK, Third Party Advisory VDB Entry,"Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability,"" a different vulnerability than CVE-2015-1666."
2015-02-17,CVE-2015-1668,CWE-399,2015-04-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,2,3,f,f,56,0,0,internet_explorer,microsoft,MS BID SECTRACK, Third Party Advisory VDB Entry,"Microsoft Internet Explorer 10 and 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability."""
2015-02-17,CVE-2015-1649,NVD-CWE-Other,2015-04-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,11,2,f,t,56,0,0,word office_compatibility_pack word_viewer sharepoint_server office office_web_apps,microsoft,MS SECTRACK,na,"Use-after-free vulnerability in Microsoft Word 2007 SP3, Office 2010 SP2, Word 2010 SP2, Word Viewer, Office Compatibility Pack SP3, Word Automation Services on SharePoint Server 2010 SP2, and Office Web Apps Server 2010 SP2 allows remote attackers to execute arbitrary code via a crafted Office document, aka ""Microsoft Office Component Use After Free Vulnerability."""
2015-02-17,CVE-2015-1660,CWE-399,2015-04-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,1,2,f,t,56,0,0,internet_explorer,microsoft,MS SECTRACK,na,"Microsoft Internet Explorer 9 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability."""
2015-02-17,CVE-2015-1657,CWE-399,2015-04-14,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10,COMPLETE,f,f,f,HIGH,t,3,2,f,t,56,0,0,internet_explorer,microsoft,MS SECTRACK,na,"Microsoft Internet Explorer 9 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Internet Explorer Memory Corruption Vulnerability."""
2015-04-09,CVE-2015-3043,NVD-CWE-noinfo,2015-04-14,LOW,NETWORK,NONE,COMPLETE,10,COMPLETE,10,10,COMPLETE,f,f,f,HIGH,f,31,10,f,t,5,10,18,enterprise_linux_desktop_supplementary linux_kernel enterprise_linux_supplementary opensuse mac_os_x enterprise_linux_workstation_supplementary enterprise_linux_server_supplementary enterprise_linux_server_supplementary_eus flash_player windows suse_linux_enterprise_desktop suse_linux_enterprise_workstation_extension,linux microsoft novell opensuse adobe apple redhat,REDHAT BID SECTRACK CONFIRM SUSE GENTOO EXPLOIT-DB,Third Party Advisory  Patch Vendor Advisory,"Adobe Flash Player before 13.0.281 and 14.x through 17.x before 17.0.169 on Windows and OS X and before 11.2.202.457 on Linux allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, as exploited in the wild in April 2015, a different vulnerability than CVE-2015-0347, CVE-2015-0350, CVE-2015-0352, CVE-2015-0353, CVE-2015-0354, CVE-2015-0355, CVE-2015-0360, CVE-2015-3038, CVE-2015-3041, and CVE-2015-3042."
