CVE-ID,ZDI Published Date,Severity Score,Description
CVE-2015-8561,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Schneider Electric ProClima.  User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaws exist within the implementation of the CopyRange and SwapTable methods of the F1BookView ActiveX control. The methods accept integer values and interpret them as addresses of structures in memory. An attacker can leverage this vulnerability to achieve code execution in the context of the process. 
CVE-2015-8561,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Schneider Electric ProClima. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the CopyAll method of the F1BookView ActiveX control.  The method accepts an integer value and interprets it as the address of a structure in memory.  An attacker can leverage this vulnerability to achieve code execution under the context of the process. 
CVE-2015-7918,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Schneider Electric ProClima. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the ODBCPrepareEx method of the F1BookView control. A buffer overrun occurs when a long string is passed by the user to the method. An attacker could leverage this flaw to execute code under the context of the process. 
CVE-2015-7830,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Wireshark. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of PCAPNG files.  The issue lies in the handling of the if_filter section within next-generation PCAP files.  An attacker can leverage this vulnerability to execute arbitrary code under the context of the the current process. 
CVE-2015-8580,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit PhantomPDF. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of the App object. A specially crafted PDF document can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. 
CVE-2015-8580,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit PhantomPDF. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of the Print method. A specially crafted PDF document can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. 
CVE-2015-8570,2015-12-08,7.4,"This vulnerability allows domain users to reset arbitrary account passwords on vulnerable installations of Lepide Active Directory Self Service.  No user interaction is required to exploit this vulnerability.The specific flaw exists within processing of the password reset functionality of Active Directory Self Service.  A user should only be able to change the password of other users who have explicitly delegated that power to him.  By crafting request packets to the Lepide web service, a domain user can change the password of any user in the Active Directory domain.  A malicious user can use this to appropriate the account of a Domain Administrator. "
CVE-2015-8572,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Autodesk Design Review. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of GIF files.  The issue lies in the failure to handle the case when the GlobalColorTable is present despite not being specified.  An attacker could leverage this vulnerability to execute code within the context of the current process. 
CVE-2015-8572,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Autodesk Design Review. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of GIF files.  The issue lies in the failure to ensure that the DataSubBlock sizes are valid.  An attacker could leverage this vulnerability to execute code within the context of the current process. 
CVE-2015-8572,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Autodesk Design Review. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of PCX files.  The issue lies in the failure to decode scan lines within the bounds of the allocated buffer.  An attacker could leverage this vulnerability to execute code within the context of the current process. 
CVE-2015-8571,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Autodesk Design Review. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of BMP files.  The issue lies in the the failure to test for an integer overflow when multiplying the biClrUsed value by four.  An attacker could leverage this vulnerability to execute code within the context of the current process. 
CVE-2015-8572,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Autodesk Design Review. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of FLI files.  The issue lies in the failure to ensure that run-length encoded data does not write outside the bounds of the allocated buffer.  An attacker could leverage this vulnerability to execute code within the context of the current process. 
CVE-2015-8572,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Autodesk Design Review. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of BMP files. The issue lies in the failure to ensure that run-length encoded data does not write outside the bounds of the allocated buffer. An attacker could leverage this vulnerability to execute code within the context of the current process. 
CVE-2015-8453,2015-12-08,5.1,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash.  User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within Adobe Flash Player when processing JIT data, which could allow remote attackers to bypass ASLR via a malicious SWF file or web page. "
CVE-2015-8450,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the TextField object. By manipulating the filters property of a TextField, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. "
CVE-2015-8449,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the MovieClip object. By calling the lineTo method of a MovieClip object, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. "
CVE-2015-8448,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the DisplacementMapFilter object. By manipulating the mapBitmap property of a DisplacementMapFilter object, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. "
CVE-2015-8447,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of the Color object. By manipulating arguments to the setTransform method of a Color object, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. "
CVE-2015-8446,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of MP3 files.  The issue lies in the failure to allocate enough space for COMM tags.  An attacker could leverage this vulnerability to execute arbitrary code under the context of the current process. 
CVE-2015-8445,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the Shader filters. By supplying a large BitmapData object as a source, it is possible to trigger an integer overflow leading to a heap overflow. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. "
CVE-2015-8442,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the MovieClip object. By manipulating the filters property of a MovieClip object, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. "
CVE-2015-8439,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the SharedObject objects. By calling the getRemote method, it is possible to trigger a type confusion condition. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. "
CVE-2015-8438,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of XML objects. By calling the toString method, it is possible to trigger a heap buffer overflow. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. "
CVE-2015-8437,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the handling of Selection objects. By calling the setFocus method, it is possible to trigger a use-after-free. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. "
CVE-2015-8436,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the PrintJob object. By manipulating the arguments passed to the addPage method, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. "
CVE-2015-8050,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The vulnerability is in the implementation of the MovieClip.beginGradientFill method. By performing certain actions an attacker can force a MovieClip-related object in memory to be reused after it has been freed. An attacker can leverage this vulnerability to execute code under the context of the current process. 
CVE-2015-8049,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Adobe Flash. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the TextField object. By manipulating the autoSize property of a TextField, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute arbitrary code under the context of the current process. "
CVE-2015-6134,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code in applications using the JScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw relates to how JScript handles external objects that also serve as callable objects within script. An ""external object"" is an object that is provided by the hosting application, as opposed to being provided by the script engine. Through the use of certain script methods, an attacker can cause JScript to use an integer as if it were a pointer to a callable object. An attacker can leverage this to execute arbitrary code in the context of the current process. "
CVE-2015-6151,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The vulnerability relates to how Internet Explorer tracks selected text on a web page. By manipulating a document's elements an attacker can force a CSelectTracker object in memory to be reused after it has been freed. An attacker can leverage this vulnerability to execute code under the context of the current process. 
CVE-2015-6147,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the usage of CTableRowCellsCollectionCacheItem objects.  By using a function of this object, an out of bounds access of memory can occur. An attacker can leverage this vulnerability to execute code under the context of the current process. "
CVE-2015-6136,2015-12-08,4.3,"This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript StrComp function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. "
CVE-2015-6136,2015-12-08,4.3,"This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript Split function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. "
CVE-2015-6136,2015-12-08,4.3,"This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript Replace function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. "
CVE-2015-6136,2015-12-08,4.3,"This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript InStr and InStrRev functions. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. "
CVE-2015-6136,2015-12-08,4.3,"This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript InStrB function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. "
CVE-2015-6136,2015-12-08,4.3,"This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript Filter function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. "
CVE-2015-6136,2015-12-08,4.3,"This vulnerability allows remote attackers to disclose the contents of memory on applications using the VBScript scripting language on vulnerable installations of Microsoft Windows. Microsoft Internet Explorer is an affected application. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the implementation of the VBScript Join function. By supplying specially crafted parameters, an attacker can disclose the contents of memory. An attacker can use this information in conjunction with other vulnerabilities to execute code in the context of the process. "
CVE-2015-6150,2015-12-08,6.8,"This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the usage of CTableLayout objects.   By manipulating a document's elements, an attacker can force a dangling pointer to be reused after it has been freed. An attacker can leverage this vulnerability to execute code under the context of the current process. "
CVE-2015-6149,2015-12-08,6.8,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Microsoft Internet Explorer.  User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.The specific flaw exists within the usage of CTableCell objects containing manipulated colspan attributes. Improper use of an internal array leads to remote code execution. An attacker can leverage this vulnerability to execute code under the context of the current process. 
