CVE-ID,MITRE Assign Date,CVE Description,Label
cve-2015-1538,2015-02-06,integ overflow samplet :setsampletochunkparam function sampletable.cpp libstagefright android 5.1.1 lmy48i allow remot attack execut arbitrari code via craft atom mp4 data trigger uncheck multipl aka intern bug 20139950 relat issu cve-2015-4496,t
cve-2015-1587,2015-02-11,unrestrict file upload vulner file_to_index.php maarch letterbox 2.8 earlier gec/g 1.4 earlier allow remot attack execut arbitrari php code upload file php extens access via request predict filenam tmp/,t
cve-2015-1724,2015-02-17,use-after-fre vulner kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` microsoft window kernel object use after free vulner '',t
cve-2015-1721,2015-02-17,the kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg caus denial servic null pointer derefer system crash via craft applic aka `` win32k null pointer derefer vulner '',t
cve-2015-1725,2015-02-17,buffer overflow kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` win32k buffer overflow vulner '',t
cve-2015-1723,2015-02-17,use-after-fre vulner kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` microsoft window station use after free vulner '',t
cve-2015-1676,2015-02-17,the kernel-mod driver microsoft window server 2003 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user bypass aslr protect mechan via craft function call aka `` microsoft window kernel memori disclosur vulner '' differ vulner cve-2015-1677 cve-2015-1678 cve-2015-1679 cve-2015-1680,t
cve-2015-1727,2015-02-17,buffer overflow kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` win32k pool buffer overflow vulner '',t
cve-2015-1726,2015-02-17,use-after-fre vulner kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` microsoft window kernel brush object use after free vulner '',t
cve-2015-1830,2015-02-17,directori travers vulner fileserv upload/download function blob messag apach activemq 5.x 5.11.2 window allow remot attack creat jsp file arbitrari directori via unspecifi vector,t
cve-2015-1722,2015-02-17,use-after-fre vulner kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` microsoft window kernel bitmap handl use after free vulner '',t
cve-2015-2049,2015-02-23,unrestrict file upload vulner d-link dcs-931l firmwar 1.04 earlier allow remot authent user execut arbitrari code upload file execut extens,t
cve-2015-2051,2015-02-23,the d-link dir-645 wired/wireless router rev Ax firmwar 1.04b12 earlier allow remot attack execut arbitrari command via getdeviceset action hnap interfac,t
cve-2015-2097,2015-02-26,multipl buffer overflow webgat embed standard protocol wesp sdk allow remot attack execut arbitrari code via unspecifi vector 1 loadimag 2 loadimageex function wespmonitor.wespmonitorctrl.1 control 3 changepassword function wespconfiglib.useritem control connect function 4 wespserialport.wespserialportctrl.1 5 wespplaybacklib.wespplaybackctrl control 6 addid function wespconfiglib.idlist control 7 long string second argument connectex3 function wespplaybacklib.wespplaybackctrl control,t
cve-2015-2196,2015-03-03,sql inject vulner spider event calendar 1.4.9 wordpress allow remot attack execut arbitrari sql command via cat_id paramet spiderbigcalendar_month action wp-admin/admin-ajax.php,t
cve-2015-2281,2015-03-10,stack-bas buffer overflow collectoragent.ex fortinet singl sign On fsso build 164 allow remot attack execut arbitrari code via larg process_hello messag messag dispatch tcp port 8000,t
cve-2015-2284,2015-03-11,userlogin.jsp solarwind firewal secur manag fsm 6.6.5 hotfix1 allow remot attack gain privileg execut arbitrari code via unspecifi vector relat client session handl,t
cve-2015-2292,2015-03-13,multipl sql inject vulner admin/class-bulk-editor-list-table.php wordpress seo yoast plugin 1.5.7 1.6.x 1.6.4 1.7.x 1.7.4 wordpress allow remot authent user execut arbitrari sql command via 1 order_bi 2 order paramet wpseo_bulk-editor page wp-admin/admin.php note leverag use csrf allow remot attack execut arbitrari sql command,t
cve-2015-2342,2015-03-18,the jmx rmi servic vmware vcenter server 5.0 u3e 5.1 u3b 5.5 u3 6.0 u1 restrict registr mbean allow remot attack execut arbitrari code via rmi protocol,t
cve-2015-2463,2015-03-19,microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 offic 2007 sp3 2010 sp2 live meet 2007 consol lync 2010 lync 2010 attende lync 2013 sp1 lync basic 2013 sp1 silverlight 5.1.40728 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft truetyp font aka `` truetyp font pars vulner '' differ vulner cve-2015-2464,t
cve-2015-2456,2015-03-19,microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 offic 2007 sp3 2010 sp2 live meet 2007 consol lync 2010 lync 2010 attende lync 2013 sp1 lync basic 2013 sp1 silverlight 5.1.40728 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft truetyp font aka `` truetyp font pars vulner '' differ vulner cve-2015-2455,t
cve-2015-2455,2015-03-19,microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 offic 2007 sp3 2010 sp2 live meet 2007 consol lync 2010 lync 2010 attende lync 2013 sp1 lync basic 2013 sp1 silverlight 5.1.40728 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft truetyp font aka `` truetyp font pars vulner '' differ vulner cve-2015-2456,t
cve-2015-2431,2015-03-19,microsoft offic 2007 sp3 2010 sp2 live meet 2007 consol lync 2010 lync 2010 attende lync 2013 sp1 lync basic 2013 sp1 allow remot attack execut arbitrari code via craft offic graphic librari ogl font aka `` microsoft offic graphic compon remot code execut vulner '',t
cve-2015-2458,2015-03-19,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '' differ vulner cve-2015-2459 cve-2015-2461,t
cve-2015-2470,2015-03-19,integ underflow microsoft offic 2007 sp3 offic 2010 sp2 offic 2013 sp1 offic 2013 RT sp1 offic mac 2011 word viewer allow remot attack execut arbitrari code via craft document aka `` microsoft offic integ underflow vulner '',t
cve-2015-2461,2015-03-19,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '' differ vulner cve-2015-2458 cve-2015-2459,t
cve-2015-2464,2015-03-19,microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 offic 2007 sp3 2010 sp2 live meet 2007 consol lync 2010 lync 2010 attende lync 2013 sp1 lync basic 2013 sp1 silverlight 5.1.40728 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft truetyp font aka `` truetyp font pars vulner '' differ vulner cve-2015-2463,t
cve-2015-2432,2015-03-19,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '',t
cve-2015-2468,2015-03-19,microsoft word 2007 sp3 offic 2010 sp2 word 2010 sp2 word 2013 sp1 word 2013 RT sp1 offic mac 2011 offic mac 2016 offic compat pack sp3 word viewer word autom servic sharepoint server 2010 sp2 2013 sp1 word web app 2010 sp2 offic web app server 2013 sp1 allow remot attack execut arbitrari code via craft document aka `` microsoft offic memori corrupt vulner '',t
cve-2015-2462,2015-03-19,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '',t
cve-2015-2460,2015-03-19,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '',t
cve-2015-2469,2015-03-19,microsoft word 2007 sp3 offic 2010 sp2 word 2010 sp2 offic mac 2011 allow remot attack execut arbitrari code via craft document aka `` microsoft offic memori corrupt vulner '',t
cve-2015-2467,2015-03-19,microsoft offic 2007 sp3 allow remot attack execut arbitrari code via craft document aka `` microsoft offic memori corrupt vulner '',t
cve-2015-2365,2015-03-19,win32k.si kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` win32k elev privileg vulner '',t
cve-2015-2366,2015-03-19,win32k.si kernel-mod driver microsoft window 7 sp1 window server 2008 R2 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` win32k elev privileg vulner '',t
cve-2015-2482,2015-03-19,the microsoft 1 vbscript 5.7 5.8 2 jscript 5.7 5.8 engin use internet explor 8 11 product allow remot attack execut arbitrari code caus denial servic memori corrupt via craft replac oper javascript regular express aka `` script engin memori corrupt vulner '',t
cve-2015-2459,2015-03-19,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '' differ vulner cve-2015-2458 cve-2015-2461,t
cve-2015-2512,2015-03-19,the adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` font driver elev privileg vulner '' differ vulner cve-2015-2507,t
cve-2015-2508,2015-03-19,the adob type manag librari microsoft window 10 allow local user gain privileg via craft applic aka `` font driver elev privileg vulner '',t
cve-2015-2510,2015-03-19,buffer overflow adob type manag librari microsoft window vista sp2 window server 2008 sp2 offic 2007 sp3 offic 2010 sp2 lync 2010 lync 2010 attende lync 2013 sp1 lync basic 2013 sp1 live meet 2007 consol allow remot attack execut arbitrari code via craft opentyp font aka `` graphic compon buffer overflow vulner '',t
cve-2015-2520,2015-03-19,microsoft excel 2007 sp3 excel 2010 sp2 excel mac 2011 2016 offic compat pack sp3 excel viewer allow remot attack execut arbitrari code via craft offic document aka `` microsoft offic memori corrupt vulner '',t
cve-2015-2523,2015-03-19,microsoft excel 2007 sp3 excel 2010 sp2 excel 2013 sp1 excel 2013 RT sp1 excel mac 2011 2016 offic compat pack sp3 excel viewer allow remot attack execut arbitrari code via craft offic document aka `` microsoft offic memori corrupt vulner '',t
cve-2015-2509,2015-03-19,window media center microsoft window vista sp2 window 7 sp1 window 8 window 8.1 allow user-assist remot attack execut arbitrari code via craft media center link mcl file aka `` window media center rce vulner '',t
cve-2015-2518,2015-03-19,the kernel-mod driver microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` win32k memori corrupt elev privileg vulner '' differ vulner cve-2015-2511 cve-2015-2517 cve-2015-2546,t
cve-2015-2524,2015-03-19,microsoft window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 properli constrain imperson level allow local user gain privileg via craft applic aka `` window task manag elev privileg vulner '' differ vulner cve-2015-2528,t
cve-2015-2507,2015-03-19,the adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` font driver elev privileg vulner '' differ vulner cve-2015-2512,t
cve-2015-2554,2015-03-19,the kernel microsoft window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` window object refer elev privileg vulner '',t
cve-2015-2511,2015-03-19,the kernel-mod driver microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` win32k memori corrupt elev privileg vulner '' differ vulner cve-2015-2517 cve-2015-2518 cve-2015-2546,t
cve-2015-2553,2015-03-19,the kernel microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 mishandl junction mountpoint creation make easier local user gain privileg leverag certain sandbox access aka `` window mount point elev privileg vulner '',t
cve-2015-2521,2015-03-19,microsoft excel 2007 sp3 excel 2010 sp2 offic compat pack sp3 excel viewer allow remot attack execut arbitrari code via craft offic document aka `` microsoft offic memori corrupt vulner '',t
cve-2015-2528,2015-03-19,microsoft window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 properli constrain imperson level allow local user gain privileg via craft applic aka `` window task manag elev privileg vulner '' differ vulner cve-2015-2524,t
cve-2015-2525,2015-03-19,task schedul microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user bypass intend filesystem restrict delet arbitrari file via unspecifi vector aka `` window task file delet elev privileg vulner '',t
cve-2015-2527,2015-03-19,the process-initi implement win32k.si kernel-mod driver microsoft window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 properli constrain imperson level allow local user gain privileg via craft applic aka `` win32k elev privileg vulner '',t
cve-2015-2517,2015-03-19,the kernel-mod driver microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` win32k memori corrupt elev privileg vulner '' differ vulner cve-2015-2511 cve-2015-2518 cve-2015-2546,t
cve-2015-2794,2015-03-30,the instal wizard dotnetnuk dnn 7.4.1 allow remot attack reinstal applic gain superus access via direct request install/installwizard.aspx,t
cve-2015-2797,2015-03-30,stack-bas buffer overflow airti air 6372 5760 5750 5650tt 5453 5444tt 5443 5442 5343 5342 5341 5021 dsl modem firmwar 1.2.0 earlier allow remot attack execut arbitrari code via long string redirect paramet cgi-bin/login,t
cve-2015-2824,2015-04-01,multipl sql inject vulner simpl ad manag plugin 2.7.97 wordpress allow remot attack execut arbitrari sql command via 1 hit paramet sam_hit action sam-ajax.php 2 cstr paramet load_post action sam-ajax-admin.php 3 searchterm paramet load_combo_data action sam-ajax-admin.php 4 subscrib 5 contributor 6 author 7 editor 8 admin 9 sadmin paramet load_us action sam-ajax-admin.php,t
cve-2015-2995,2015-04-07,the rdslogsentri servlet sysaid help desk 15.2 properli check file extens allow remot attack upload execut arbitrari file via null byte extens demonstr .war 00 file,t
cve-2015-3089,2015-04-09,adob flash player 13.0.289 14.x 17.x 17.0.188 window OS X 11.2.202.460 linux adob air 17.0.172 adob air sdk 17.0.172 adob air sdk compil 17.0.172 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2015-3078 cve-2015-3090 cve-2015-3093,t
cve-2015-3110,2015-04-09,integ overflow adob photoshop CC 16.0 aka 2015.0 adob bridg CC 6.11 allow attack execut arbitrari code via unspecifi vector,t
cve-2015-3111,2015-04-09,heap-bas buffer overflow adob photoshop CC 16.0 aka 2015.0 adob bridg CC 6.11 allow attack execut arbitrari code via unspecifi vector,t
cve-2015-3081,2015-04-09,race condit adob flash player 13.0.289 14.x 17.x 17.0.188 window OS X 11.2.202.460 linux adob air 17.0.172 adob air sdk 17.0.172 adob air sdk compil 17.0.172 allow attack bypass internet explor protect mode protect mechan via unspecifi vector,t
cve-2015-3042,2015-04-09,adob flash player 13.0.281 14.x 17.x 17.0.169 window OS X 11.2.202.457 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2015-0347 cve-2015-0350 cve-2015-0352 cve-2015-0353 cve-2015-0354 cve-2015-0355 cve-2015-0360 cve-2015-3038 cve-2015-3041 cve-2015-3043,t
cve-2015-3090,2015-04-09,adob flash player 13.0.289 14.x 17.x 17.0.188 window OS X 11.2.202.460 linux adob air 17.0.172 adob air sdk 17.0.172 adob air sdk compil 17.0.172 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2015-3078 cve-2015-3089 cve-2015-3093,t
cve-2015-3087,2015-04-09,integ overflow adob flash player 13.0.289 14.x 17.x 17.0.188 window OS X 11.2.202.460 linux adob air 17.0.172 adob air sdk 17.0.172 adob air sdk compil 17.0.172 allow attack execut arbitrari code via unspecifi vector,t
cve-2015-3088,2015-04-09,heap-bas buffer overflow adob flash player 13.0.289 14.x 17.x 17.0.188 window OS X 11.2.202.460 linux adob air 17.0.172 adob air sdk 17.0.172 adob air sdk compil 17.0.172 allow attack execut arbitrari code via unspecifi vector,t
cve-2015-3082,2015-04-09,adob flash player 13.0.289 14.x 17.x 17.0.188 window OS X 11.2.202.460 linux adob air 17.0.172 adob air sdk 17.0.172 adob air sdk compil 17.0.172 allow remot attack bypass intend restrict filesystem write oper via unspecifi vector differ vulner cve-2015-3083 cve-2015-3085,t
cve-2015-3106,2015-04-09,use-after-fre vulner adob flash player 13.0.292 14.x 18.x 18.0.160 window OS X 11.2.202.466 linux adob air 18.0.144 window 18.0.143 OS X android adob air sdk 18.0.144 window 18.0.143 OS X adob air sdk compil 18.0.144 window 18.0.143 OS X allow attack execut arbitrari code via unspecifi vector differ vulner cve-2015-3103 cve-2015-3107,t
cve-2015-3107,2015-04-09,use-after-fre vulner adob flash player 13.0.292 14.x 18.x 18.0.160 window OS X 11.2.202.466 linux adob air 18.0.144 window 18.0.143 OS X android adob air sdk 18.0.144 window 18.0.143 OS X adob air sdk compil 18.0.144 window 18.0.143 OS X allow attack execut arbitrari code via unspecifi vector differ vulner cve-2015-3103 cve-2015-3106,t
cve-2015-3093,2015-04-09,adob flash player 13.0.289 14.x 17.x 17.0.188 window OS X 11.2.202.460 linux adob air 17.0.172 adob air sdk 17.0.172 adob air sdk compil 17.0.172 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2015-3078 cve-2015-3089 cve-2015-3090,t
cve-2015-3080,2015-04-09,use-after-fre vulner adob flash player 13.0.289 14.x 17.x 17.0.188 window OS X 11.2.202.460 linux adob air 17.0.172 adob air sdk 17.0.172 adob air sdk compil 17.0.172 allow attack execut arbitrari code via unspecifi vector,t
cve-2015-3105,2015-04-09,adob flash player 13.0.292 14.x 18.x 18.0.160 window OS X 11.2.202.466 linux adob air 18.0.144 window 18.0.143 OS X android adob air sdk 18.0.144 window 18.0.143 OS X adob air sdk compil 18.0.144 window 18.0.143 OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector,t
cve-2015-3083,2015-04-09,adob flash player 13.0.289 14.x 17.x 17.0.188 window OS X 11.2.202.460 linux adob air 17.0.172 adob air sdk 17.0.172 adob air sdk compil 17.0.172 allow remot attack bypass intend restrict filesystem write oper via unspecifi vector differ vulner cve-2015-3082 cve-2015-3085,t
cve-2015-3118,2015-04-09,use-after-fre vulner adob flash player 13.0.302 14.x 18.x 18.0.203 window OS X 11.2.202.481 linux adob air 18.0.180 adob air sdk 18.0.180 adob air sdk compil 18.0.180 allow attack execut arbitrari code via unspecifi vector differ vulner cve-2015-3124 cve-2015-3127 cve-2015-3128 cve-2015-3129 cve-2015-3131 cve-2015-3132 cve-2015-3136 cve-2015-3137 cve-2015-4428 cve-2015-4430 cve-2015-5117,t
cve-2015-3137,2015-04-09,use-after-fre vulner adob flash player 13.0.302 14.x 18.x 18.0.203 window OS X 11.2.202.481 linux adob air 18.0.180 adob air sdk 18.0.180 adob air sdk compil 18.0.180 allow attack execut arbitrari code via unspecifi vector differ vulner cve-2015-3118 cve-2015-3124 cve-2015-3127 cve-2015-3128 cve-2015-3129 cve-2015-3131 cve-2015-3132 cve-2015-3136 cve-2015-4428 cve-2015-4430 cve-2015-5117,t
cve-2015-3124,2015-04-09,use-after-fre vulner adob flash player 13.0.302 14.x 18.x 18.0.203 window OS X 11.2.202.481 linux adob air 18.0.180 adob air sdk 18.0.180 adob air sdk compil 18.0.180 allow attack execut arbitrari code via unspecifi vector differ vulner cve-2015-3118 cve-2015-3127 cve-2015-3128 cve-2015-3129 cve-2015-3131 cve-2015-3132 cve-2015-3136 cve-2015-3137 cve-2015-4428 cve-2015-4430 cve-2015-5117,t
cve-2015-3134,2015-04-09,adob flash player 13.0.302 14.x 18.x 18.0.203 window OS X 11.2.202.481 linux adob air 18.0.180 adob air sdk 18.0.180 adob air sdk compil 18.0.180 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2015-3117 cve-2015-3123 cve-2015-3130 cve-2015-3133 cve-2015-4431,t
