CVE-ID,MITRE Assign Date,CVE Description,Label
cve-2015-0260,2014-11-18,rhodecod 2.2.7 kallithea 0.1 allow remot authent user obtain api key sensit inform via get_repo api method,f
cve-2015-0072,2014-11-18,cross-sit script xss vulner microsoft internet explor 9 11 allow remot attack bypass same origin polici inject arbitrari web script html via vector involv ifram element trigger redirect second ifram element trigger redirect eval windowproxi object aka `` univers xss uxss '',f
cve-2015-0297,2014-11-18,red hat jboss oper network 3.3.1 properli restrict access certain api allow remot attack execut arbitrari java method via 1 serverinvokerservlet 2 schedulerservic 3 caus denial servic disk consumpt via contentmanag,f
cve-2015-0268,2014-11-18,the vgic_v2_to_sgi function arch/arm/vgic-v2.c xen 4.5.x run arm hardwar gener interrupt control gic version 2 allow local guest user caus denial servic host crash write invalid valu gicd.sgir regist,f
cve-2015-0168,2014-11-18,cross-sit script xss vulner ibm secur siteprotector system 3.0 3.0.7 3.1 3.1.4 3.1.1 3.1.1.2 allow remot authent user inject arbitrari web script html via unspecifi vector,f
cve-2015-0113,2014-11-18,the jazz help system ibm ration collabor lifecycl manag 4.0 5.0.2 ration qualiti manag 4.0 4.0.7 5.0 5.0.2 ration team concert 4.0 4.0.7 5.0 5.0.2 ration requir compos 4.0 4.0.7 ration door next gener 4.0 4.0.7 5.0 5.0.2 ration engin lifecycl manag 4.0.3 4.0.7 5.0 5.0.2 ration rhapsodi design manag 4.0 4.0.7 5.0 5.0.2 ration softwar architect design manag 4.0 4.0.7 5.0 5.0.2 allow remot attack read jsp sourc code via craft request,f
cve-2015-0167,2014-11-18,cross-sit script xss vulner textangular-sanitize.j textangular 1.3.7 allow remot attack inject arbitrari web script html via unspecifi vector editor,f
cve-2015-0263,2014-11-18,xml extern entiti xxe vulner xml convert setup converter/jaxp/xmlconverter.java apach camel 2.13.4 2.14.x 2.14.2 allow remot attack read arbitrari file via extern entiti saxsourc,f
cve-2015-0202,2014-11-18,the mod_dav_svn server subvers 1.8.0 1.8.11 allow remot attack caus denial servic memori consumpt via larg number report request trigger travers fsf repositori node,f
cve-2015-0248,2014-11-18,the 1 mod_dav_svn 2 svnserv server subvers 1.6.0 1.7.19 1.8.0 1.8.11 allow remot attack caus denial servic assert failur abort via craft paramet combin relat dynam evalu revis number,f
cve-2015-0228,2014-11-18,the lua_websocket_read function lua_request.c mod_lua modul apach http server 2.4.12 allow remot attack caus denial servic child-process crash send craft websocket ping frame lua script call wsupgrad function,f
cve-2015-0299,2014-11-18,multipl cross-sit script xss vulner open sourc point sale 2.3.1 allow remot authent user inject arbitrari web script html via unspecifi vector,f
cve-2015-0298,2014-11-18,cross-sit script xss vulner manag web interfac mod_clust 1.3.2.alpha1 allow remot attack inject arbitrari web script html via craft mcmp messag,f
cve-2015-0098,2014-11-18,task schedul microsoft window 7 sp1 window server 2008 R2 sp1 allow local user gain privileg trigger applic execut invalid task aka `` task schedul elev privileg vulner '',f
cve-2015-0239,2014-11-18,the em_sysent function arch/x86/kvm/emulate.c linux kernel 3.18.5 guest OS lack sysent msr initi allow guest OS user gain guest OS privileg caus denial servic guest OS crash trigger use 16-bit code segment emul sysent instruct,f
cve-2015-0277,2014-11-18,the servic provid SP picketlink 2.7.0 ensur member audienc element audiencerestrict specifi allow remot attack log user account via craft saml assert note identifi split per adt2 due differ vulner type see cve-2015-6254 lack valid destin attribut respons element saml assert,f
cve-2015-0253,2014-11-18,the read_request_lin function server/protocol.c apach http server 2.4.12 initi protocol structur member allow remot attack caus denial servic null pointer derefer process crash send request lack method instal enabl includ filter errordocu 400 direct specifi local uri,f
cve-2015-0130,2014-11-18,cross-sit script xss vulner jazz team server jazz foundat ibm ration collabor lifecycl manag clm 4.x 4.0.7 if6 5.x 5.0.2 if5 ration qualiti manag rqm 4.x 4.0.7 if6 5.x 5.0.2 if5 ration team concert rtc 4.x 4.0.7 if6 5.x 5.0.2 if5 ration requir compos rrc 4.x 4.0.7 ration door next gener rdng 4.x 4.0.7 if6 5.x 5.0.2 if5 allow remot authent user inject arbitrari web script html via craft url,f
cve-2015-0157,2014-11-18,ibm db2 9.7 fp10 9.8 fp5 10.1 fp5 10.5 fp5 linux unix window allow remot authent user caus denial servic daemon crash leverag unspecifi scalar function sql statement,f
cve-2015-0231,2014-11-18,use-after-fre vulner process_nested_data function ext/standard/var_unserializer.r php 5.4.37 5.5.x 5.5.21 5.6.x 5.6.5 allow remot attack execut arbitrari code via craft unseri call leverag improp handl duplic numer key within serial properti object note vulner exist incomplet fix cve-2014-8142,f
cve-2015-0039,2014-11-18,microsoft internet explor 10 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0027 cve-2015-0035 cve-2015-0052 cve-2015-0068,f
cve-2015-0264,2014-11-18,multipl xml extern entiti xxe vulner builder/xml/xpathbuilder.java apach camel 2.13.4 2.14.x 2.14.2 allow remot attack read arbitrari file via extern entiti invalid xml 1 string 2 genericfil object xpath queri,f
cve-2015-0232,2014-11-18,the exif_process_unicod function ext/exif/exif.c php 5.4.37 5.5.x 5.5.21 5.6.x 5.6.5 allow remot attack execut arbitrari code caus denial servic uniniti pointer free applic crash via craft exif data jpeg imag,f
cve-2015-0196,2014-11-18,crlf inject vulner ibm webspher commerc 6.0 6.0.11 7.0 7.0.8 cumul ifix 2 allow remot attack inject arbitrari http header conduct http respons split attack via craft url,f
cve-2015-0126,2014-11-18,ibm lead 7.x 8.1 8.1.14 8.2 8.5.0 8.5.0.7.3 8.6.0 8.6.0.8.1 9.0 9.0.4 9.1 9.1.6.1 9.1.1 9.1.1.2 allow remot authent user bypass intend file-upload restrict via modifi extens,f
cve-2015-0127,2014-11-18,ibm lead 7.x 8.1 8.1.14 8.2 8.5.0 8.5.0.7.3 8.6.0 8.6.0.8.1 9.0 9.0.4 9.1 9.1.6.1 9.1.1 9.1.1.2 properli restrict use frame element allow remot authent user conduct phish attack via craft web site,f
cve-2015-0118,2014-11-18,ibm webspher messag broker toolkit 7 7007 if2 8 8005 if1 integr toolkit 9 9003 if1 distribut MQ client jar file support weak tl cipher might make easier remot attack obtain sensit inform snif network connect integr bu node,f
cve-2015-0173,2014-11-18,the http connection-manag function internet pass-thru ipt 2.1.2 ibm webspher MQ http disabl properli gener mqipt session id make easier remot attack bypass intend restrict MQ messag data predict ID valu,f
cve-2015-0131,2014-11-18,cross-sit script xss vulner ibm lead 7.x 8.1 8.1.14 8.2 8.5.0 8.5.0.7.3 8.6.0 8.6.0.8.1 9.0 9.0.4 9.1 9.1.6.1 9.1.1 9.1.1.2 allow remot authent user inject arbitrari web script html via unspecifi vector,f
cve-2015-0115,2014-11-18,cross-sit request forgeri csrf vulner ibm lead 7.x 8.1 8.1.14 8.2 8.5.0 8.5.0.7.3 8.6.0 8.6.0.8.1 9.0 9.0.4 9.1 9.1.6.1 9.1.1 9.1.1.2 allow remot authent user hijack authent custom account,f
cve-2015-0235,2014-11-18,heap-bas buffer overflow __nss_hostname_digits_dot function glibc 2.2 2.x version 2.18 allow context-depend attack execut arbitrari code via vector relat 1 gethostbynam 2 gethostbyname2 function aka `` ghost '',t
cve-2015-0116,2014-11-18,ibm lead 7.x 8.1 8.1.14 8.2 8.5.0 8.5.0.7.3 8.6.0 8.6.0.8.1 9.0 9.0.4 9.1 9.1.6.1 9.1.1 9.1.1.2 properli restrict addit link make easier remot authent user conduct cross-sit request forgeri csrf attack via unspecifi vector,f
cve-2015-0240,2014-11-18,the netlogon server implement smbd samba 3.5.x 3.6.x 3.6.25 4.0.x 4.0.25 4.1.x 4.1.17 4.2.x 4.2.0rc5 perform free oper uniniti stack pointer allow remot attack execut arbitrari code via craft netlogon packet use serverpasswordset rpc api demonstr packet reach _netr_serverpasswordset function rpc_server/netlogon/srv_netlog_nt.c,f
cve-2015-0236,2014-11-18,libvirt 1.2.12 allow remot authent user obtain vnc password use vir_domain_xml_secur flag craft 1 snapshot virdomainsnapshotgetxmldesc interfac 2 imag virdomainsaveimagegetxmldesc interfac,f
cve-2015-0112,2014-11-18,jazz team server jazz foundat ibm ration collabor lifecycl manag clm 3.0.1 4.x 4.0.7 if5 5.x 5.0.2 if4 ration qualiti manag rqm 2.0 2.0.1 3.0 3.0.1.6 4.0 4.0.7 5.0 5.0.2 ration team concert rtc 2.0 2.0.2 3.x 3.0.1.6 if6 4.x 4.0.7 if5 5.x 5.0.2 if4 ration requir compos rrc 2.0 2.0.4 3.x 3.0.1.6 if6 4.0 4.0.7 ration door next gener rdng 4.x 4.0.7 if5 5.x 5.0.2 if4 ration engin lifecycl manag relm 1 1.1 4.0.3 4.0.7 5.0 5.0.2 ration rhapsodi design manag DM 3.0 3.0.1 4.0 4.0.7 5.0 5.0.2 ration softwar architect design manag rsa DM 3.0 3.0.1 4.0 4.0.7 5.0 5.0.2 allow remot authent user read arbitrari file via xml extern entiti declar conjunct entiti refer relat xml extern entiti xxe issu,f
cve-2015-0223,2014-11-18,unspecifi vulner apach qpid 0.30 earlier allow remot attack bypass access restrict qpidd via unknown vector relat 0-10 connect handl,f
cve-2015-0192,2014-11-18,unspecifi vulner ibm java 8 sr1 7 R1 sr2 fp11 7 sr9 6 R1 sr8 fp4 6 sr16 fp4 5.0 sr16 fp10 allow remot attack gain privileg via unknown vector relat java virtual machin,f
cve-2015-0174,2014-11-18,the snmp implement ibm webspher applic server wa 8.5 8.5.5.5 properli handl configur data allow remot authent user obtain sensit inform via unspecifi vector,f
cve-2015-0176,2014-11-18,cross-sit script xss vulner MQ XR websocket listen wmq telemetri ibm webspher MQ 8.0 8.0.2 allow remot attack inject arbitrari web script html via craft uri includ error respons,f
cve-2015-0175,2014-11-18,ibm webspher applic server wa 8.5 liberti profil 8.5.5.5 properli implement authdata element allow remot authent user gain privileg via unspecifi vector,f
cve-2015-0052,2014-11-18,microsoft internet explor 10 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0027 cve-2015-0035 cve-2015-0039 cve-2015-0068,f
cve-2015-0064,2014-11-18,microsoft word 2007 sp3 offic 2010 sp2 word 2010 sp2 word autom servic sharepoint server 2010 web applic 2010 sp2 word viewer offic compat pack sp3 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft offic document aka `` offic remot code execut vulner '',t
cve-2015-0068,2014-11-18,microsoft internet explor 10 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0027 cve-2015-0035 cve-2015-0039 cve-2015-0052,f
cve-2015-0040,2014-11-18,microsoft internet explor 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0018 cve-2015-0037 cve-2015-0066,t
cve-2015-0037,2014-11-18,microsoft internet explor 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0018 cve-2015-0040 cve-2015-0066,f
cve-2015-0045,2014-11-18,microsoft internet explor 6 8 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0053,f
cve-2015-0061,2014-11-18,microsoft window server 2003 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 properli initi memori tiff imag allow remot attack obtain sensit inform process memori via craft imag file aka `` tiff process inform disclosur vulner '',f
cve-2015-0050,2014-11-18,microsoft internet explor 8 9 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2014-8967 cve-2015-0044,t
cve-2015-0023,2014-11-18,microsoft internet explor 10 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0025,f
cve-2015-0049,2014-11-18,microsoft internet explor 8 10 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '',f
cve-2015-0009,2014-11-18,the group polici secur configur polici implement microsoft window server 2003 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow man-in-the-middl attack disabl sign requir trigger revert-to-default action spoof domain-control respons aka `` group polici secur featur bypass vulner '',f
cve-2015-0065,2014-11-18,microsoft word 2007 sp3 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft offic document aka `` onetabledocumentstream remot code execut vulner '',t
cve-2015-0018,2014-11-18,microsoft internet explor 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0037 cve-2015-0040 cve-2015-0066,f
cve-2015-0003,2014-11-18,win32k.si kernel-mod driver microsoft window server 2003 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg caus denial servic null pointer derefer via craft applic aka `` win32k elev privileg vulner '',f
cve-2015-0063,2014-11-18,microsoft excel 2007 sp3 proof tool offic 2010 sp2 excel 2010 sp2 excel 2013 gold sp1 RT excel viewer offic compat pack sp3 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft offic document aka `` excel remot code execut vulner '',f
cve-2015-0069,2014-11-18,microsoft internet explor 10 11 allow remot attack bypass aslr protect mechan via craft web site aka `` internet explor aslr bypass vulner '',f
cve-2015-0041,2014-11-18,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0017 cve-2015-0020 cve-2015-0022 cve-2015-0026 cve-2015-0030 cve-2015-0031 cve-2015-0036,f
cve-2015-0060,2014-11-18,the font mapper win32k.si kernel-mod driver microsoft window server 2003 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 properli scale font allow local user caus denial servic system hang via craft applic aka `` window font driver denial servic vulner '',f
cve-2015-0066,2014-11-18,microsoft internet explor 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0018 cve-2015-0037 cve-2015-0040,f
cve-2015-0028,2014-11-18,microsoft internet explor 9 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0048,f
cve-2015-0035,2014-11-18,microsoft internet explor 10 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0027 cve-2015-0039 cve-2015-0052 cve-2015-0068,f
cve-2015-0042,2014-11-18,microsoft internet explor 9 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0038 cve-2015-0046,f
cve-2015-0021,2014-11-18,microsoft internet explor 6 10 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '',f
cve-2015-0043,2014-11-18,microsoft internet explor 8 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '',f
cve-2015-0067,2014-11-18,microsoft internet explor 6 9 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '',f
cve-2015-0017,2014-11-18,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0020 cve-2015-0022 cve-2015-0026 cve-2015-0030 cve-2015-0031 cve-2015-0036 cve-2015-0041,f
cve-2015-0038,2014-11-18,microsoft internet explor 9 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0042 cve-2015-0046,f
cve-2015-0048,2014-11-18,microsoft internet explor 9 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0028,f
cve-2015-0055,2014-11-18,microsoft internet explor 10 11 allow remot attack gain privileg via craft web site aka `` internet explor elev privileg vulner '',f
cve-2015-0070,2014-11-18,microsoft internet explor 6 11 allow remot attack read content differ 1 domain 2 zone via craft web site aka `` internet explor cross-domain inform disclosur vulner '',f
cve-2015-0008,2014-11-18,the unc implement microsoft window server 2003 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 includ authent server client allow remot attack execut arbitrari code make craft data avail unc share demonstr group polici data spoof domain control aka `` group polici remot code execut vulner '',f
cve-2015-0051,2014-11-18,microsoft internet explor 8 allow remot attack bypass aslr protect mechan via craft web site aka `` internet explor aslr bypass vulner '',f
cve-2015-0237,2014-11-18,red hat enterpris virtual rhev manag 3.5.1 ignor permiss deni snapshot creation live storag migrat domain allow remot authent user caus denial servic prevent host start creat long snapshot chain,f
cve-2015-0257,2014-11-18,red hat enterpris virtual rhev manag 3.5.1 use weak permiss directori share ovirt-engine-dwhd servic plugin servic startup allow local user obtain sensit inform read file directori,f
cve-2015-0245,2014-11-18,d-bu 1.4.x 1.6.x 1.6.30 1.8.x 1.8.16 1.9.x 1.9.10 valid sourc activationfailur signal allow local user caus denial servic activ failur error return leverag race condit involv send activationfailur signal systemd respond,f
cve-2015-0255,2014-11-18,x.org server aka xserver xorg-serv 1.16.3 1.17.x 1.17.1 allow remot attack obtain sensit inform process memori caus denial servic crash via craft string length valu xkbsetgeometri request,f
cve-2015-0189,2014-11-18,the cluster repositori manag ibm webspher MQ 7.5 7.5.0.5 8.0 8.0.2 allow remot authent administr caus denial servic memori overwrit daemon outag trigger multipl transmit-queu record,f
cve-2015-0267,2014-11-18,the red hat module-setup.sh script kexec-tool distribut kexec-tool 2.0.7-19 packag red hat enterpris linux allow local user write arbitrari file via symlink attack temporari file,f
cve-2015-0227,2014-11-18,apach wss4j 1.6.17 2.x 2.0.2 allow remot attack bypass requiresignedencrypteddatael configur via vector relat `` wrap attack '',f
cve-2015-0278,2014-11-18,libuv 0.10.34 properli drop group privileg allow context-depend attack gain privileg via unspecifi vector,f
cve-2015-0178,2014-11-18,the java overlay featur ibm bluemix liberti 1.13-20150209-1122 java properli support war applic allow remot attack obtain sensit inform via unspecifi vector,f
cve-2015-0059,2014-11-18,win32k.si kernel-mod driver microsoft window server 2008 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft truetyp font aka `` truetyp font pars remot code execut vulner '',f
cve-2015-0022,2014-11-18,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0017 cve-2015-0020 cve-2015-0026 cve-2015-0030 cve-2015-0031 cve-2015-0036 cve-2015-0041,f
cve-2015-0019,2014-11-18,microsoft internet explor 9 10 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '',f
cve-2015-0053,2014-11-18,microsoft internet explor 6 8 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0045,f
cve-2015-0057,2014-11-18,win32k.si kernel-mod driver microsoft window server 2003 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` win32k elev privileg vulner '',t
cve-2015-0029,2014-11-18,microsoft internet explor 6 8 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '',f
cve-2015-0010,2014-11-18,the cryptprotectmemori function cng.si aka cryptographi next gener driver kernel-mod driver microsoft window server 2003 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 cryptprotectmemory_same_logon option use check imperson token 's level allow local user bypass intend decrypt restrict leverag servic 1 named-pip plant vulner 2 use world-read share memori encrypt data aka `` cng secur featur bypass vulner '' msrc ID 20707,f
cve-2015-0062,2014-11-18,microsoft window server 2008 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic leverag incorrect imperson handl process use seassignprimarytokenprivileg privileg aka `` window creat process elev privileg vulner '',f
cve-2015-0031,2014-11-18,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0017 cve-2015-0020 cve-2015-0022 cve-2015-0026 cve-2015-0030 cve-2015-0036 cve-2015-0041,f
cve-2015-0054,2014-11-18,microsoft internet explor 7 11 allow remot attack gain privileg via craft web site aka `` internet explor elev privileg vulner '',f
cve-2015-0030,2014-11-18,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0017 cve-2015-0020 cve-2015-0022 cve-2015-0026 cve-2015-0031 cve-2015-0036 cve-2015-0041,f
cve-2015-0025,2014-11-18,microsoft internet explor 10 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0023,f
cve-2015-0046,2014-11-18,microsoft internet explor 9 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0038 cve-2015-0042,f
cve-2015-0044,2014-11-18,microsoft internet explor 8 9 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2014-8967 cve-2015-0050,f
cve-2015-0036,2014-11-18,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0017 cve-2015-0020 cve-2015-0022 cve-2015-0026 cve-2015-0030 cve-2015-0031 cve-2015-0041,f
cve-2015-0027,2014-11-18,microsoft internet explor 10 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0035 cve-2015-0039 cve-2015-0052 cve-2015-0068,f
cve-2015-0026,2014-11-18,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-0017 cve-2015-0020 cve-2015-0022 cve-2015-0030 cve-2015-0031 cve-2015-0036 cve-2015-0041,f
