CVE-ID,MITRE Assign Date,CVE Description,Label
cve-2015-0676,2015-01-07,the dn implement cisco adapt secur applianc asa softwar 7.2 7.2 5.16 8.2 8.2 5.57 8.3 8.3 2.44 8.4 8.4 7.28 8.5 8.5 1.24 8.6 8.6 1.17 8.7 8.7 1.16 9.0 9.0 4.33 9.1 9.1 6.1 9.2 9.2 3.4 9.3 9.3 3 allow man-in-the-middl attack caus denial servic memori consumpt devic outag trigger outbound dn queri send craft respons queri aka bug ID cscuq77655,f
cve-2015-0677,2015-01-07,the xml parser cisco adapt secur applianc asa softwar 8.4 8.4 7.28 8.6 8.6 1.17 9.0 9.0 4.33 9.1 9.1 6 9.2 9.2 3.4 9.3 9.3 3 clientless ssl vpn anyconnect ssl vpn anyconnect ikev2 vpn use allow remot attack caus denial servic vpn outag devic reload via craft xml document aka bug ID cscus95290,f
cve-2015-0932,2015-01-10,the antlab inngat firmwar IG 3100 IG 3101 inngat 3.00 E inngat 3.01 E inngat 3.02 E inngat 3.10 E inngat 3.01 G inngat 3.10 G devic requir authent rsync session allow remot attack read write arbitrari file via tcp traffic port 873,f
cve-2015-1157,2015-01-16,coretext appl io 8.x 8.3 allow remot attack caus denial servic reboot messag disrupt via craft unicod text properli handl display truncat notif featur demonstr arab charact 1 sm messag 2 whatsapp messag,f
cve-2015-1119,2015-01-16,webkit use appl io 8.3 appl TV 7.2 appl safari 6.2.5 7.x 7.1.5 8.x 8.0.5 allow remot attack execut arbitrari code caus denial servic memori corrupt applic crash via craft web site differ vulner webkit cve list apple-sa-2015-04-08-1 apple-sa-2015-04-08-3 apple-sa-2015-04-08-4,f
cve-2015-1092,2015-01-16,nsxmlparser foundat appl io 8.3 appl TV 7.2 allow remot attack read arbitrari file via extern entiti declar conjunct entiti refer relat xml extern entiti xxe issu,f
cve-2015-1346,2015-01-22,multipl unspecifi vulner googl V8 3.30.33.15 use googl chrome 40.0.2214.91 allow attack caus denial servic possibl impact via unknown vector,f
cve-2015-1317,2015-01-22,use-after-fre vulner oxid 1.5.6 1.6.x 1.6.1 allow remot attack caus denial servic crash possibl execut arbitrari code delet webcont renderprocesshost instanc still exist,f
cve-2015-1414,2015-01-27,integ overflow freebsd 8.4 p24 9.x 9.3 p10 10.0 p18 10.1 p6 allow remot attack caus denial servic crash via craft igmp packet trigger incorrect size calcul alloc insuffici memori,f
cve-2015-1436,2015-01-31,cross-sit script xss vulner eas slider plugin 2.2.0.7 wordpress allow remot attack inject arbitrari web script html via edit paramet 1 easingslider_manage_custom 2 easingslider_edit_slid page wp-admin/admin.php,f
cve-2015-1493,2015-02-05,directori travers vulner min_get_slash_argu function lib/configonlylib.php moodl 2.5.9 2.6.x 2.6.8 2.7.x 2.7.5 2.8.x 2.8.3 allow remot authent user read arbitrari file via .. dot dot file paramet demonstr read php script,f
cve-2015-1483,2015-02-05,symantec netbackup opscent 7.6.0.2 7.6.1 linux unix allow remot attack execut arbitrari javascript code via unspecifi vector,f
cve-2015-1499,2015-02-05,the activemq broker samsung secur manag ssm 1.31 allow remot attack delet arbitrari file consequ caus denial servic via delet request,f
cve-2015-1513,2015-02-06,sql inject vulner siphon enterpris pbx allow remot attack execut arbitrari sql command via usernam,f
cve-2015-1575,2015-02-11,multipl cross-sit script xss vulner u5cm 3.9.4 allow remot attack inject arbitrari web script html via 1 c 2 3 l 4 p paramet index.php 5 6 b paramet u5admin/cookie.php name paramet 7 copy.php 8 delete.php u5admin/ 9 f 10 typ paramet u5admin/deletefile.php 11 n paramet u5admin/done.php 12 c paramet u5admin/editor.php 13 uri paramet u5admin/meta2.php 14 n paramet u5admin/notdone.php 15 newnam paramet u5admin/rename2.php 16 l paramet u5admin/sendfile.php 17 paramet u5admin/characters.php 18 page paramet u5admin/savepage.php 19 name paramet u5admin/new2.php,f
cve-2015-1839,2015-02-17,modules/chef.pi saltstack 2014.7.4 properli handl file /tmp,f
cve-2015-1838,2015-02-17,modules/serverdensity_device.pi saltstack 2014.7.4 properli handl file /tmp,f
cve-2015-1810,2015-02-17,the hudsonprivatesecurityrealm class jenkin 1.600 lt 1.596.1 restrict access reserv name use `` jenkin user databas '' set allow remot attack gain privileg creat reserv name,f
cve-2015-1819,2015-02-17,the xmlreader libxml allow remot attack caus denial servic memori consumpt via craft xml data relat xml entiti expans xee attack,f
cve-2015-1846,2015-02-17,unzoo allow remot attack caus denial servic infinit loop resourc consumpt via unspecifi vector 1 extrarch 2 listarch function relat pointer handl,f
cve-2015-1796,2015-02-17,the pkix trust engin shibboleth ident provid 2.4.4 opensaml java opensaml-j 2.6.5 trust candid x.509 credenti trust name avail entityid allow remot attack imperson entiti via certif issu shibmd keyauthor trust anchor,f
cve-2015-1779,2015-02-17,the vnc websocket frame decod qemu allow remot attack caus denial servic memori cpu consumpt via larg 1 websocket payload 2 http header section,f
cve-2015-1740,2015-02-17,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-1735 cve-2015-1744 cve-2015-1745 cve-2015-1766,f
cve-2015-1844,2015-02-17,foreman 1.7.5 allow remot authent user bypass organ locat restrict connect rest api,f
cve-2015-2055,2015-02-23,zhone gpon 2520 firmwar r4.0.2.566b allow remot attack caus denial servic via long string oldpassword paramet,f
cve-2015-2054,2015-02-23,crlf inject vulner export.cfg web-bas administr consol sierra wireless aircard 760 762 763 allow remot attack inject arbitrari header via crlf sequenc save paramet,f
cve-2015-2087,2015-02-26,unrestrict file upload vulner avatar upload modul 6.x-1.3 drupal allow remot authent user execut arbitrari php code upload file php extens access via unspecifi vector,f
cve-2015-2194,2015-03-03,unrestrict file upload vulner fusion_opt function functions.php fusion theme 3.1 wordpress allow remot authent user execut arbitrari code upload file execut extens fusion_sav action access via unspecifi vector,f
cve-2015-2275,2015-03-10,cross-sit script xss vulner woltlab commun galleri 2.0 2014-12-26 allow remot attack inject arbitrari web script html via paramet data 7 titl paramet saveimagedata action index.php/ajaxproxi,f
cve-2015-2286,2015-03-12,lms/templates/footer-edx-new.html open edx edx-platform 2015-01-29 properli restrict link password-reset page allow user-assist remot attack discov password-reset token read refer log victim navig page social-shar site,f
cve-2015-2289,2015-03-13,cross-sit script xss vulner templates/2k11/admin/entries.tpl serendip 2.0.1 allow remot authent editor inject arbitrari web script html via serendip cat name paramet serendipity_admin.php creat new categori,f
cve-2015-2330,2015-03-18,late tl certif verif webkitgtk+ prior 2.6.6 allow remot attack view secur http request includ exampl secur cooki,f
cve-2015-2490,2015-03-19,microsoft internet explor 7 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` memori corrupt vulner '' differ vulner cve-2015-2486 cve-2015-2487 cve-2015-2492 cve-2015-2494 cve-2015-2498 cve-2015-2499,f
cve-2015-2487,2015-03-19,microsoft internet explor 7 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` memori corrupt vulner '' differ vulner cve-2015-2486 cve-2015-2490 cve-2015-2492 cve-2015-2494 cve-2015-2498 cve-2015-2499,f
cve-2015-2498,2015-03-19,microsoft internet explor 7 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` memori corrupt vulner '' differ vulner cve-2015-2486 cve-2015-2487 cve-2015-2490 cve-2015-2492 cve-2015-2494 cve-2015-2499,f
cve-2015-2351,2015-03-19,multipl cross-sit script xss vulner alkacon opencm 9.5.1 earlier allow remot attack inject arbitrari web script html via 1 homelink paramet system/modules/org.opencms.workplace.help/jsptemplates/help_head.jsp 2 workplaceresourc paramet system/workplace/locales/en/help/index.html 3 path paramet system/workplace/views/admin/admin-main.jsp 4 mode paramet system/workplace/views/explorer/explorer_files.jsp 5 queri paramet search action system/modules/org.opencms.workplace.help/elements/search.jsp,f
cve-2015-2492,2015-03-19,microsoft internet explor 7 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` memori corrupt vulner '' differ vulner cve-2015-2486 cve-2015-2487 cve-2015-2490 cve-2015-2494 cve-2015-2498 cve-2015-2499,f
cve-2015-2350,2015-03-19,cross-sit request forgeri csrf vulner mikrotik routero 5.0 earlier allow remot attack hijack authent administr request chang administr password via request statu page /cfg,f
cve-2015-2486,2015-03-19,microsoft internet explor 7 11 microsoft edg allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` memori corrupt vulner '' differ vulner cve-2015-2487 cve-2015-2490 cve-2015-2492 cve-2015-2494 cve-2015-2498 cve-2015-2499,f
cve-2015-2422,2015-03-19,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-2385 cve-2015-2390 cve-2015-2397 cve-2015-2404 cve-2015-2406,f
cve-2015-2494,2015-03-19,microsoft internet explor 7 11 microsoft edg allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` memori corrupt vulner '' differ vulner cve-2015-2486 cve-2015-2487 cve-2015-2490 cve-2015-2492 cve-2015-2498 cve-2015-2499,f
cve-2015-2352,2015-03-19,the cach handler mybb aka mybulletinboard 1.8.4 properli check encod input var_export function allow attack unspecifi impact via unknown vector,f
cve-2015-2406,2015-03-19,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-2385 cve-2015-2390 cve-2015-2397 cve-2015-2404 cve-2015-2422,f
cve-2015-2390,2015-03-19,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-2385 cve-2015-2397 cve-2015-2404 cve-2015-2406 cve-2015-2422,f
cve-2015-2559,2015-03-19,drupal 6.x 6.35 7.x 7.35 allow remot authent user reset password account leverag account password hash anoth account craft password reset url,f
cve-2015-2503,2015-03-19,microsoft access 2007 sp3 excel 2007 sp3 infopath 2007 sp3 onenot 2007 sp3 powerpoint 2007 sp3 project 2007 sp3 publish 2007 sp3 visio 2007 sp3 word 2007 sp3 offic 2007 ime japanes sp3 access 2010 sp2 excel 2010 sp2 infopath 2010 sp2 onenot 2010 sp2 powerpoint 2010 sp2 project 2010 sp2 publish 2010 sp2 visio 2010 sp2 word 2010 sp2 pinyin ime 2010 access 2013 sp1 excel 2013 sp1 infopath 2013 sp1 onenot 2013 sp1 powerpoint 2013 sp1 project 2013 sp1 publish 2013 sp1 visio 2013 sp1 word 2013 sp1 excel 2013 RT sp1 onenot 2013 RT sp1 powerpoint 2013 RT sp1 word 2013 RT sp1 access 2016 excel 2016 onenot 2016 powerpoint 2016 project 2016 publish 2016 visio 2016 word 2016 skype busi 2016 lync 2013 sp1 allow remot attack bypass sandbox protect mechan gain privileg via craft web site access internet explor demonstr transit low integr medium integr aka `` microsoft offic elev privileg vulner '',f
cve-2015-2397,2015-03-19,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-2385 cve-2015-2390 cve-2015-2404 cve-2015-2406 cve-2015-2422,f
cve-2015-2404,2015-03-19,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-2385 cve-2015-2390 cve-2015-2397 cve-2015-2406 cve-2015-2422,f
cve-2015-2435,2015-03-19,microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 offic 2007 sp3 2010 sp2 live meet 2007 consol lync 2010 lync 2010 attende lync 2013 sp1 lync basic 2013 sp1 silverlight 5.1.40728 allow remot attack execut arbitrari code via craft truetyp font aka `` truetyp font pars vulner '',f
cve-2015-2385,2015-03-19,microsoft internet explor 6 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-2390 cve-2015-2397 cve-2015-2404 cve-2015-2406 cve-2015-2422,f
cve-2015-2349,2015-03-19,cross-sit script xss vulner defaultnewsletter.php superwebmail 5.60.0.01190 earlier allow remot attack inject arbitrari web script html via htmlform paramet,f
cve-2015-2376,2015-03-19,microsoft excel 2007 sp3 excel 2010 sp2 excel 2013 sp1 excel 2013 RT sp1 offic mac 2011 excel viewer 2007 sp3 offic compat pack sp3 excel servic sharepoint server 2007 sp3 excel servic sharepoint server 2010 sp2 excel servic sharepoint server 2013 sp1 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft offic document aka `` microsoft offic memori corrupt vulner '',f
cve-2015-2480,2015-03-19,the ryujit compil microsoft .net framework 4.6 produc incorrect code attempt optim allow remot attack execut arbitrari code via craft .net applic aka `` ryujit optim elev privileg vulner '' differ vulner cve-2015-2479 cve-2015-2481,f
cve-2015-2489,2015-03-19,microsoft internet explor 11 allow remot attack gain privileg via craft web site demonstr transit low integr medium integr aka `` elev privileg vulner '',f
cve-2015-2348,2015-03-19,the move_uploaded_fil implement ext/standard/basic_functions.c php 5.4.39 5.5.x 5.5.23 5.6.x 5.6.7 truncat pathnam upon encount \x00 charact allow remot attack bypass intend extens restrict creat file unexpect name via craft second argument note vulner exist incomplet fix cve-2006-7243,f
cve-2015-2526,2015-03-19,microsoft .net framework 4.5 4.5.1 4.5.2 4.6 allow remot attack caus denial servic asp.net web site via craft request aka `` mvc denial servic vulner '',f
cve-2015-2391,2015-03-19,microsoft internet explor 9 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '',f
cve-2015-2424,2015-03-19,microsoft powerpoint 2007 sp3 word 2007 sp3 powerpoint 2010 sp2 word 2010 sp2 powerpoint 2013 sp1 word 2013 sp1 powerpoint 2013 RT sp1 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft offic document aka `` microsoft offic memori corrupt vulner '',f
cve-2015-2446,2015-03-19,microsoft internet explor 11 edg allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` memori corrupt vulner '' differ vulner cve-2015-2447,f
cve-2015-2415,2015-03-19,microsoft excel 2007 sp3 excel 2010 sp2 excel 2013 sp1 excel 2013 RT sp1 offic compat pack sp3 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft offic document aka `` microsoft offic memori corrupt vulner '',f
cve-2015-2427,2015-03-19,microsoft internet explor 9 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '',f
cve-2015-2383,2015-03-19,microsoft internet explor 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-2384 cve-2015-2425,f
cve-2015-2402,2015-03-19,microsoft internet explor 7 11 allow remot attack gain privileg via craft web site aka `` internet explor elev privileg vulner '',f
cve-2015-2556,2015-03-19,the infopath form servic compon microsoft sharepoint server 2007 sp3 2010 sp2 mispars dtd allow remot attack read arbitrari file via xml document contain extern entiti declar conjunct entiti refer relat xml extern entiti xxe issu aka `` microsoft sharepoint inform disclosur vulner '',f
cve-2015-2384,2015-03-19,microsoft internet explor 11 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '' differ vulner cve-2015-2383 cve-2015-2425,f
cve-2015-2377,2015-03-19,microsoft excel 2007 sp3 excel 2010 sp2 excel 2013 sp1 excel 2013 RT sp1 offic compat pack sp3 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft offic document aka `` microsoft offic memori corrupt vulner '',f
cve-2015-2403,2015-03-19,microsoft internet explor 8 allow remot attack execut arbitrari code caus denial servic memori corrupt via craft web site aka `` internet explor memori corrupt vulner '',f
cve-2015-2804,2015-03-30,the manag web interfac alcatel-luc omniswitch 6450 6250 6850e 9000e 6400 6855 firmwar 6.6.4.309.r01 6.6.5.x 6.6.5.80.r02 gener weak session identifi allow remot attack hijack arbitrari session via brute forc attack,f
cve-2015-2790,2015-03-30,foxit reader enterpris reader phantompdf 7.1 allow remot attack caus denial servic memori corrupt crash via craft 1 ubyt size datasubblock structur 2 lzwminimumcodes gif imag,f
cve-2015-2823,2015-04-01,siemen simat hmi basic panel 2nd gener wincc tia portal 13 sp1 upd2 simat hmi comfort panel wincc tia portal 13 sp1 upd2 simat wincc runtim advanc wincc tia portal 13 sp1 upd2 simat wincc runtim profession wincc tia portal 13 sp1 upd2 simat hmi basic panel 1st gener wincc tia portal simat hmi mobil panel 277 wincc tia portal simat hmi multi panel wincc tia portal simat wincc 7.x 7.3 upd4 allow remot attack complet authent leverag knowledg password hash without knowledg associ password,f
cve-2015-3004,2015-04-07,j-web junip juno 11.4 11.4r12 12.1x44 12.1x44-d35 12.1x46 12.1x46-d25 12.1x47 12.1x47-d10 12.3x48 12.3x48-d10 12.2 12.2r9 12.3 12.3r7 13.2 13.2r6 13.2x51 13.2x51-d20 13.3 13.3r5 14.1 14.1r3 14.1x53 14.1x53-d10 14.2 14.2r1 allow remot attack conduct clickjack attack via x-frame-opt header,f
cve-2015-3072,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3062 cve-2015-3063 cve-2015-3064 cve-2015-3065 cve-2015-3066 cve-2015-3067 cve-2015-3068 cve-2015-3069 cve-2015-3071 cve-2015-3073 cve-2015-3074,f
cve-2015-3060,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3061 cve-2015-3062 cve-2015-3063 cve-2015-3064 cve-2015-3065 cve-2015-3066 cve-2015-3067 cve-2015-3068 cve-2015-3069 cve-2015-3071 cve-2015-3072 cve-2015-3073 cve-2015-3074,f
cve-2015-3068,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3062 cve-2015-3063 cve-2015-3064 cve-2015-3065 cve-2015-3066 cve-2015-3067 cve-2015-3069 cve-2015-3071 cve-2015-3072 cve-2015-3073 cve-2015-3074,f
cve-2015-3074,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3062 cve-2015-3063 cve-2015-3064 cve-2015-3065 cve-2015-3066 cve-2015-3067 cve-2015-3068 cve-2015-3069 cve-2015-3071 cve-2015-3072 cve-2015-3073,f
cve-2015-3079,2015-04-09,adob flash player 13.0.289 14.x 17.x 17.0.188 window OS X 11.2.202.460 linux adob air 17.0.172 adob air sdk 17.0.172 adob air sdk compil 17.0.172 allow attack bypass intend access restrict obtain sensit inform via unspecifi vector,f
cve-2015-3062,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3063 cve-2015-3064 cve-2015-3065 cve-2015-3066 cve-2015-3067 cve-2015-3068 cve-2015-3069 cve-2015-3071 cve-2015-3072 cve-2015-3073 cve-2015-3074,f
cve-2015-3066,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3062 cve-2015-3063 cve-2015-3064 cve-2015-3065 cve-2015-3067 cve-2015-3068 cve-2015-3069 cve-2015-3071 cve-2015-3072 cve-2015-3073 cve-2015-3074,f
cve-2015-3071,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3062 cve-2015-3063 cve-2015-3064 cve-2015-3065 cve-2015-3066 cve-2015-3067 cve-2015-3068 cve-2015-3069 cve-2015-3072 cve-2015-3073 cve-2015-3074,f
cve-2015-3073,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3062 cve-2015-3063 cve-2015-3064 cve-2015-3065 cve-2015-3066 cve-2015-3067 cve-2015-3068 cve-2015-3069 cve-2015-3071 cve-2015-3072 cve-2015-3074,f
cve-2015-3065,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3062 cve-2015-3063 cve-2015-3064 cve-2015-3066 cve-2015-3067 cve-2015-3068 cve-2015-3069 cve-2015-3071 cve-2015-3072 cve-2015-3073 cve-2015-3074,f
cve-2015-3063,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3062 cve-2015-3064 cve-2015-3065 cve-2015-3066 cve-2015-3067 cve-2015-3068 cve-2015-3069 cve-2015-3071 cve-2015-3072 cve-2015-3073 cve-2015-3074,f
cve-2015-3061,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3062 cve-2015-3063 cve-2015-3064 cve-2015-3065 cve-2015-3066 cve-2015-3067 cve-2015-3068 cve-2015-3069 cve-2015-3071 cve-2015-3072 cve-2015-3073 cve-2015-3074,f
cve-2015-3069,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3062 cve-2015-3063 cve-2015-3064 cve-2015-3065 cve-2015-3066 cve-2015-3067 cve-2015-3068 cve-2015-3071 cve-2015-3072 cve-2015-3073 cve-2015-3074,f
cve-2015-3067,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3062 cve-2015-3063 cve-2015-3064 cve-2015-3065 cve-2015-3066 cve-2015-3068 cve-2015-3069 cve-2015-3071 cve-2015-3072 cve-2015-3073 cve-2015-3074,f
cve-2015-3064,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack bypass intend restrict javascript api execut via unspecifi vector differ vulner cve-2015-3060 cve-2015-3061 cve-2015-3062 cve-2015-3063 cve-2015-3065 cve-2015-3066 cve-2015-3067 cve-2015-3068 cve-2015-3069 cve-2015-3071 cve-2015-3072 cve-2015-3073 cve-2015-3074,f
cve-2015-3112,2015-04-09,adob photoshop CC 16.0 aka 2015.0 adob bridg CC 6.11 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector,f
cve-2015-3109,2015-04-09,adob photoshop CC 16.0 aka 2015.0 allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector,f
cve-2015-3058,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack obtain sensit inform process memori via unspecifi vector,f
cve-2015-3141,2015-04-09,multipl cross-sit request forgeri csrf vulner synametr technolog xeam 4.5 build 5755 earlier allow remot attack hijack authent administr request creat 1 smtp domain 2 user via request /frontcontrol conduct cross-sit script xss attack via 3 domainnam paramet /frontcontrol creat new smtp domain configur 4 txtrecipi paramet /frontcontrol creat new forward 5 popfetchserv 6 popfetchus 7 popfetchrecipi paramet /frontcontrol creat new pop3 fetcher account 8 smtp helo domain advanc server configur,f
cve-2015-3047,2015-04-09,adob reader acrobat 10.x 10.1.14 11.x 11.0.11 window OS X allow attack caus denial servic null pointer derefer via unspecifi vector,f
cve-2015-3210,2015-04-10,heap-bas buffer overflow pcre 8.34 8.37 pcre2 10.10 allow remot attack execut arbitrari code via craft regular express demonstr /^ p=b p=b J P B c P B p=b wgxcredit differ vulner cve-2015-8384,f
