CVE-ID,MITRE Assign Date,ZDI Published Date,Severity Score,CVE Description,ZDI Description,OG Label,New Label,In ZDI
cve-2015-3308,2015-04-16,,0.0,doubl free vulner lib/x509/x509_ext.c gnutl 3.3.14 allow remot attack caus denial servic possibl unspecifi impact via craft crl distribut point,,f,f,f
cve-2015-3973,2015-05-12,,0.0,janitza umg 508 509 511 604 605 devic improperli gener session token make easier remot attack determin pin valu via unspecifi comput session-token valu,,f,f,f
cve-2015-4335,2015-06-05,,0.0,redi 2.8.21 3.x 3.0.2 allow remot attack execut arbitrari lua bytecod via eval command,,f,f,f
cve-2015-4600,2015-06-16,,0.0,the soapclient implement php 5.4.40 5.5.x 5.5.24 5.6.x 5.6.8 allow remot attack caus denial servic applic crash possibl execut arbitrari code via unexpect data type relat `` type confus '' issu 1 soapclient :__getlastrequest 2 soapclient :__getlastrespons 3 soapclient :__getlastrequesthead 4 soapclient :__getlastresponsehead 5 soapclient :__getcooki 6 soapclient :__setcooki method,,f,f,f
cve-2015-4991,2015-06-24,,0.0,ibm spss model 14.2 fp3 if027 15 fp3 if015 16 fp2 if012 17 fp1 if018 17.1 if008 includ unspecifi cleartext data memori dump allow local user obtain sensit inform read dump file,,f,f,f
cve-2015-5084,2015-06-26,,0.0,the siemen simat wincc Sm rtclient Sm rtclient lite applic 01.00.01.00 android properli store password allow physic proxim attack obtain sensit inform via unspecifi vector,,f,f,f
cve-2015-5309,2015-07-01,,0.0,integ overflow termin emul putti 0.66 allow remot attack caus denial servic memori corrupt possibl execut arbitrari code via ech eras charact escap sequenc larg paramet valu trigger buffer underflow,,f,f,f
cve-2015-5363,2015-07-01,,0.0,the srx network secur daemon nsd junip srx seri servic gateway juno 12.1x44 12.1x44-d50 12.1x46 12.1x46-d35 12.1x47 12.1x47-d25 12.3x48 12.3x48-d15 allow remot dn server caus denial servic crash via craft dn respons,,f,f,f
cve-2015-5459,2015-07-08,,0.0,sql inject vulner advancesearch.class adventnetpasstrix.jar manageengin password manag pro pmp 8.1 build 8101 allow remot authent user execut arbitrari sql command via andor paramet demonstr request state_id/1425543888647/sqladvancedalsearchresult.cc,,f,f,f
cve-2015-5600,2015-07-20,,0.0,the kbdint_next_devic function auth2-chall.c sshd openssh 6.9 properli restrict process keyboard-interact devic within singl connect make easier remot attack conduct brute-forc attack caus denial servic cpu consumpt via long duplic list ssh -okbdinteractivedevic option demonstr modifi client provid differ password pam element list,,f,f,f
cve-2015-7194,2015-09-16,,0.0,buffer underflow libjar mozilla firefox 42.0 firefox esr 38.x 38.4 allow remot attack caus denial servic applic crash possibl execut arbitrari code via craft zip archiv,,f,f,f
cve-2015-7273,2015-09-18,,0.0,dell integr remot access control idrac 7/8 2.21.21.21 xxe,,f,f,f
cve-2015-7385,2015-09-28,,0.0,cross-sit script xss vulner open-xchang OX guard 2.0-rev11 allow remot attack inject arbitrari web script html via uid field pgp public key properli handl `` guard pgp set '',,f,f,f
cve-2015-7712,2015-10-05,,0.0,multipl eval inject vulner mods/_standard/gradebook/edit_marks.php atutor 2.2 earlier allow remot authent user at_priv_gradebook privileg execut arbitrari php code via 1 asc 2 desc paramet,,f,f,f
cve-2015-7938,2015-10-22,,0.0,advantech eki-132x devic firmwar 2015-12-31 allow remot attack bypass authent via unspecifi vector,,f,f,f
cve-2015-7908,2015-10-22,,0.0,honeywel mida ga detector 1.13b3 mida black ga detector 2.13b3 allow remot attack discov cleartext password snif network,,f,f,f
cve-2015-8090,2015-11-09,,0.0,the web server compon tibco loglog uniti 1.1.1 allow remot authent user gain privileg consequ obtain sensit inform via http request,,f,f,f
cve-2015-8304,2015-11-20,,0.0,integ overflow huawei P7 phone softwar p7-l07 v100r001c01b606 allow remot attack gain privileg via craft applic system camera permiss,,f,f,f
cve-2016-0757,2015-12-16,,0.0,openstack imag servic glanc 2015.1.3 kilo 11.0.x 11.0.2 liberti show_multiple_loc enabl allow remot authent user chang imag statu upload new imag data remov last locat imag,,f,f,f
cve-2016-1115,2015-12-22,,0.0,adob coldfus 10 updat 19 11 updat 8 2016 updat 1 mishandl wildcard name field x.509 certif might allow man-in-the-middl attack spoof server via craft certif,,f,f,f
cve-2015-8616,2015-12-22,,0.0,use-after-fre vulner collat :sortwithsortkey function ext/intl/collator/collator_sort.c php 7.x 7.0.1 allow remot attack caus denial servic applic crash possibl unspecifi impact leverag relationship key buffer destroy array,,f,f,f
cve-2015-8628,2015-12-23,,0.0,the 1 special mypag 2 special mytalk 3 special mycontribut 4 special myupload 5 special allmyupload page mediawiki 1.23.12 1.24.x 1.24.5 1.25.x 1.25.4 1.26.x 1.26.1 allow remot attack obtain sensit user login inform via craft link combin page view statist,,f,f,f
cve-2016-1245,2015-12-27,,0.0,It discov zebra daemon quagga 1.20161017 suffer stack-bas buffer overflow process ipv6 neighbor discoveri messag the root caus reli bufsiz compat messag size howev bufsiz system-depend,,f,f,f
cve-2016-1371,2016-01-04,,0.0,clamav aka clam antiviru 0.99.2 allow remot attack caus denial servic applic crash via craft mew packer execut,,f,f,f
cve-2016-1550,2016-01-07,,0.0,An exploit vulner exist messag authent function libntp ntp 4.2.8p4 ntpsec a5fb34b9cc89b92a8fef2f459004865c93bb7f92 An attack send seri craft messag attempt recov messag digest key,,f,f,f
cve-2016-1516,2016-01-07,,0.0,opencv 3.0 doubl free issu allow attack execut arbitrari code,,f,f,f
cve-2016-1597,2016-01-12,,0.0,A logged-in user netiq access govern suit 6.0 6.4 could escal privileg administr,,f,f,f
cve-2016-1866,2016-01-13,,0.0,salt 2015.8.x 2015.8.4 properli handl clear messag minion allow man-in-the-middl attack execut arbitrari code insert packet minion-mast data stream,,f,f,f
cve-2016-2025,2016-01-22,,0.0,hpe servic manag 9.30 9.31 9.32 9.33 9.34 9.35 9.40 9.41 allow remot attack obtain sensit inform via unspecifi vector relat web client servic request catalog mobil compon,,f,f,f
cve-2016-2100,2016-01-29,,0.0,foreman 1.10.3 1.11.0 1.11.0-rc2 allow remot authent user read modifi delet privat bookmark leverag 1 edit_bookmark 2 destroy_bookmark permiss,,f,f,f
cve-2016-2117,2016-01-29,,0.0,the atl2_prob function drivers/net/ethernet/atheros/atlx/atl2.c linux kernel 4.5.2 incorrectli enabl scatter/gath i/o allow remot attack obtain sensit inform kernel memori read packet data,,f,f,f
cve-2016-2312,2016-02-09,,0.0,turn screen plasma-workspac kscreenlock lock screen shown result screen unlock turn screen,,f,f,f
cve-2016-2786,2016-02-29,,0.0,the pxp-agent compon puppet enterpris 2015.3.x 2015.3.3 puppet agent 1.3.x 1.3.6 properli valid server certif might allow remot attack spoof broker execut arbitrari command via craft certif,,f,f,f
cve-2016-2953,2016-03-09,,0.0,ibm connect 4.0 cr4 4.5 cr5 5.0 cr4 requir ssl allow remot attack obtain sensit cleartext inform snif network,,f,f,f
cve-2016-3104,2016-03-10,,0.0,mongod mongodb 2.6 use 2.4-style user 2.4 allow remot attack caus denial servic memori consumpt process termin leverag in-memori databas represent authent non-exist databas,,f,f,f
cve-2016-3071,2016-03-10,,0.0,libreswan 3.16 might allow remot attack caus denial servic daemon restart via ikev2 aes_xcbc transform,,f,f,f
cve-2016-3725,2016-03-30,,0.0,jenkin 2.3 lt 1.651.2 allow remot authent user trigger updat updat site metadata leverag miss permiss check note issu combin dn cach poison caus denial servic servic disrupt,,f,f,f
cve-2016-3983,2016-04-08,,0.0,mcafe advanc threat defens atd 3.4.8.178 might allow remot attack bypass malwar detect leverag inform parent process,,f,f,f
cve-2015-8842,2016-04-08,,0.0,tmpfiles.d/systemd.conf systemd 229 use weak permiss /var/log/journal/ m/system.journ allow local user obtain sensit inform read file,,f,f,f
cve-2016-3995,2016-04-10,,0.0,the time attack protect rijndael :enc :processandxorblock rijndael :dec :processandxorblock crypto++ aka cryptopp 5.6.4 may optim compil allow attack conduct time attack,,f,f,f
cve-2016-4319,2016-04-27,,0.0,atlassian jira server 7.1.9 csrf auditing/set,,f,f,f
cve-2016-4317,2016-04-27,,0.0,atlassian confluenc server 5.9.11 xss viewmyprofile.act page,,f,f,f
cve-2016-4500,2016-05-05,,0.0,moxa uc-7408 lx-plu devic allow remot authent user write firmwar consequ render devic unus leverag root access,,f,f,f
cve-2016-4551,2016-05-06,,0.0,the 1 sap_basi 2 sap_aba compon 7.00 SP level 0031 sap netweav 2004 might allow remot attack spoof IP address written secur audit log via vector relat network landscap aka sap secur note 2190621,,f,f,f
cve-2015-8874,2016-05-15,,0.0,stack consumpt vulner GD php 5.6.12 allow remot attack caus denial servic via craft imagefilltobord call,,f,f,f
cve-2016-5014,2016-05-24,,0.0,In moodl 2.x 3.x unenrol user still receiv event monitor notif even though longer access cours,,f,f,f
cve-2016-5172,2016-05-31,,0.0,the parser googl V8 use googl chrome 53.0.2785.113 mishandl scope allow remot attack obtain sensit inform arbitrari memori locat via craft javascript code,,f,f,f
cve-2016-5174,2016-05-31,,0.0,browser/ui/cocoa/browser_window_controller_private.mm googl chrome 53.0.2785.113 process fullscreen toggl request fullscreen transit allow remot attack caus denial servic unsuppress popup via craft web site,,f,f,f
cve-2016-5645,2016-06-16,,0.0,rockwel autom micrologix 1400 plc 1766-l32bwa 1766-l32awa 1766-l32bxb 1766-l32bwaa 1766-l32awaa 1766-l32bxba devic hardcod snmp commun make easier remot attack load arbitrari firmwar updat leverag knowledg commun,,f,f,f
cve-2016-5756,2016-06-23,,0.0,multipl compon web tool netiq access manag 4.1 4.1.2 hot fix 1 4.2 4.2.2 vulner reflect cross site script attack could use hijack user session nps/servlet/frameservic nps/servlet/webacc roma/admin/cntl roma/jsp/admin/appliance/devicedetail_edit.jsp roma/jsp/admin/managementip/mgmt_ip_details_frameset.jsp roma/jsp/admin/managementip/mgmt_ip_details_middleframe.jsp roma/jsp/volsc/monitoring/appliance.jsp roma/jsp/volsc/monitoring/graph.jsp,,f,f,f
cve-2016-6172,2016-07-06,,0.0,powerdn aka pdn authorit server 4.0.1 allow remot primari dn server caus denial servic memori exhaust secondari dn server crash via larg 1 axfr 2 ixfr respons,,f,f,f
cve-2016-1000009,2016-07-11,,0.0,tp-link lost control two domain www.tplinklogin.net tplinkextender.net pleas note domain physic print mani devic,,f,f,f
cve-2016-1000117,2016-07-20,,0.0,xss sqli hugeit slideshow v1.0.4,,f,f,f
cve-2016-6517,2016-08-01,,0.0,directori travers vulner liferay 5.1 allow remot attack unspecifi impact via 2E 2E encod dot dot minifierbundledir paramet barebone.jsp,,f,f,f
cve-2016-6875,2016-08-18,,0.0,infinit recurs wddx facebook hhvm 3.15.0 allow attack unspecifi impact via unknown vector,,f,f,f
cve-2016-7052,2016-08-23,,0.0,crypto/x509/x509_vfy.c openssl 1.2i allow remot attack caus denial servic null pointer derefer applic crash trigger crl oper,,f,f,f
cve-2016-7095,2016-08-26,,0.0,expon cm 2.3.9 vulner attack upload malici script file use redirect place script unprotect folder one allow script execut,,f,f,f
cve-2016-1000217,2016-09-09,,0.0,zotpress plugin wordpress sqli zp_get_account,,f,f,f
cve-2016-1000213,2016-09-09,,0.0,rucku wireless h500 web manag interfac csrf,,f,f,f
cve-2016-7927,2016-09-09,,0.0,the ieee 802.11 parser tcpdump 4.9.0 buffer overflow print-802_11.c ieee802_11_radio_print,,f,f,f
cve-2016-8579,2016-10-10,,0.0,docker2aci 0.12.3 infinit loop handl local imag cyclic depend chain,,f,f,f
cve-2016-8583,2016-10-10,,0.0,multipl get paramet vulner scan schedul alienvault ossim usm 5.3.2 vulner reflect xss,,f,f,f
cve-2016-8578,2016-10-10,,0.0,the v9fs_iov_vunmarsh function fsdev/9p-iov-marshal.c qemu aka quick emul allow local guest OS administr caus denial servic null pointer derefer qemu process crash send empti string paramet 9P oper,,f,f,f
cve-2016-8795,2016-10-18,,0.0,huawei cloudengin 12800 softwar v100r002c00 v100r003c00 v100r003c10 v100r005c00 v100r005c10 v100r006c00 cloudengin 5800 softwar v100r002c00 v100r003c00 v100r003c10 v100r005c00 v100r005c10 v100r006c00 cloudengin 6800 softwar v100r002c00 v100r003c00 v100r003c10 v100r005c00 v100r005c10 v100r006c00 cloudengin 7800 softwar v100r003c00 v100r003c10 v100r005c00 v100r005c10 v100r006c00 cloudengin 8800 softwar v100r006c00 secospac usg6600 softwar v500r001c00 allow remot unauthent attack craft specif ipfpm packet trigger integ overflow caus devic reset,,f,f,f
cve-2016-8973,2016-10-25,,0.0,ibm rhapsodi DM 4.0 5.0 6.0 contain undisclos vulner may allow authent user upload infect malici file server ibm refer 1999960,,f,f,f
cve-2016-9154,2016-11-03,,0.0,siemen desigo PX web modul pxa40-w0 pxa40-w1 pxa40-w2 desigo PX autom control pxc00-e.d pxc50-e.d pxc100-e.d pxc200-e.d all firmwar version v6.00.046 desigo PX web modul pxa30-w0 pxa30-w1 pxa30-w2 desigo PX autom control pxc00-u pxc64-u pxc128-u all firmwar version v6.00.046 use pseudo random number gener insuffici entropi gener certif http potenti allow remot attack reconstruct correspond privat key,,f,f,f
cve-2016-9563,2016-11-22,,0.0,bc-bmt-bpm-dsk sap netweav AS java 7.5 allow remot authent user conduct xml extern entiti xxe attack via sap.com~tc~bpem~him~uwlconn~provider~web/bpemuwlconn uri aka sap secur note 2296909,,f,f,f
cve-2016-9772,2016-12-02,,0.0,openaf 1.6.19 earlier allow remot attack obtain sensit directori inform via vector involv 1 client cach partit 2 fileserv vice partit 3 certain rpc respons,,f,f,f
cve-2016-10005,2016-12-19,,0.0,webdynpro sap solman 7.1 7.31 allow remot attack obtain sensit inform via webdynpro/dispatcher/sap.com/caf~eu~gp~example~timeoff~wd request aka sap secur note 2344524,,f,f,f
cve-2016-10006,2016-12-19,,0.0,In owasp antisami 1.5.5 submit special craft input tag support style activ content could bypass librari protect suppli execut code the impact xss,,f,f,f
cve-2015-0143,2014-11-18,,0.0,ibm openpag grc platform 6.2 if7 6.2.1 6.2.1.1 if5 7.0 fp4 7.1 fp1 allow remot authent user obtain sensit inform read error messag,,f,f,f
cve-2015-0213,2014-11-18,,0.0,multipl cross-sit request forgeri csrf vulner 1 editcategories.html 2 editcategories.php glossari modul moodl 2.5.9 2.6.x 2.6.7 2.7.x 2.7.4 2.8.x 2.8.2 allow remot attack hijack authent unspecifi victim,,f,f,f
cve-2015-0119,2014-11-18,2015-04-08,7.5,fastback mount ibm tivoli storag manag fastback 6.1.x 6.1.11.1 allow remot attack execut arbitrari code connect mount port,thi vulner allow remot attack execut arbitrari code vulner instal ibm tivoli storag manag fastback authent requir exploit vulnerability.th specif flaw exist within fastbackserver.ex listen default tcp port 30051 when handl opcod 0x09 packet process blindli copi user suppli data stack-bas buffer within cmountdismount :getvaultdump A remot attack exploit vulner execut arbitrari code context system user,f,f,t
cve-2015-0189,2014-11-18,,0.0,the cluster repositori manag ibm webspher MQ 7.5 7.5.0.5 8.0 8.0.2 allow remot authent administr caus denial servic memori overwrit daemon outag trigger multipl transmit-queu record,,f,f,f
cve-2015-0540,2014-12-17,,0.0,sql inject vulner xadmin interfac emc document scienc xpression 4.2 p44 4.5 sp1 p03 allow remot authent user execut arbitrari sql command via unspecifi vector,,f,f,f
cve-2015-0390,2014-12-17,,0.0,unspecifi vulner micro retail compon oracl retail applic xstore 3.2.1 3.4.2 3.5.0 4.0.1 4.5.1 4.8.0 5.0.3 5.5.3 6.0.6 6.5.2 allow remot attack affect confidenti integr avail via unknown vector relat xstore point sale,,f,f,f
cve-2015-0556,2015-01-05,,0.0,open-sourc arj archiv 3.10.22 allow remot attack conduct directori travers attack via symlink attack arj archiv,,f,f,f
cve-2015-0991,2015-01-10,,0.0,induct autom ignit 7.7.2 allow remot attack obtain sensit inform read error messag unhandl except demonstr pathnam inform,,f,f,f
cve-2015-1157,2015-01-16,,0.0,coretext appl io 8.x 8.3 allow remot attack caus denial servic reboot messag disrupt via craft unicod text properli handl display truncat notif featur demonstr arab charact 1 sm messag 2 whatsapp messag,,f,f,f
cve-2015-1169,2015-01-17,,0.0,apereo central authent servic ca server 3.5.3 allow remot attack conduct ldap inject attack via craft usernam demonstr use wildcard valid password bypass ldap authent,,f,f,f
cve-2015-1334,2015-01-22,,0.0,attach.c lxc 1.1.2 earlier use proc filesystem contain allow local contain user escap apparmor selinux confin mount proc filesystem craft 1 apparmor profil 2 selinux label,,f,f,f
cve-2015-1381,2015-01-27,,0.0,multipl unspecifi vulner pcrs.c privoxi 3.0.23 allow remot attack caus denial servic segment fault memori consumpt via unspecifi vector,,f,f,f
cve-2015-1414,2015-01-27,,0.0,integ overflow freebsd 8.4 p24 9.x 9.3 p10 10.0 p18 10.1 p6 allow remot attack caus denial servic crash via craft igmp packet trigger incorrect size calcul alloc insuffici memori,,f,f,f
cve-2015-1380,2015-01-27,,0.0,jcc.c privoxi 3.0.23 allow remot attack caus denial servic abort via craft chunk-encod bodi,,f,f,f
cve-2015-1419,2015-01-27,,0.0,unspecifi vulner vsftpd 3.0.2 earlier allow remot attack bypass access restrict via unknown vector relat deny_fil pars,,f,f,f
cve-2015-1421,2015-01-29,,0.0,use-after-fre vulner sctp_assoc_upd function net/sctp/associola.c linux kernel 3.18.8 allow remot attack caus denial servic slab corrupt panic possibl unspecifi impact trigger init collis lead improp handl shared-key data,,f,f,f
cve-2015-1460,2015-02-03,,0.0,huawei quidway switch firmwar v200r005c00spc300 allow remot attack gain privileg via craft packet,,f,f,f
cve-2015-1474,2015-02-04,,0.0,multipl integ overflow graphicbuff :unflatten function platform/frameworks/native/libs/ui/graphicbuffer.cpp android 5.0 allow attack gain privileg caus denial servic memori corrupt via vector trigger larg number 1 file descriptor 2 integ valu,,f,f,f
cve-2015-1456,2015-02-03,,0.0,fortinet fortiauthent 3.0 log postgresql usernam password cleartext allow remot administr obtain sensit inform read log debug/startup/,,f,f,f
cve-2015-1462,2015-02-03,,0.0,clamav 0.98.6 allow remot attack unspecifi impact via craft upx packer file relat `` heap bound condit '',,f,f,f
cve-2015-1454,2015-02-02,,0.0,blue coat proxycli 3.3.3.3 3.4.x 3.4.4.10 unifi agent 4.1.3.151952 properli valid certain certif allow man-in-the-middl attack spoof proxysg client manag consequ modifi configur execut arbitrari softwar updat via craft certif,,f,f,f
cve-2015-1461,2015-02-03,,0.0,clamav 0.98.6 allow remot attack unspecifi impact via craft 1 yoda 's crypter 2 mew packer file relat `` heap bound condit '',,f,f,f
cve-2015-1585,2015-02-11,,0.0,fat free crm 0.13.6 allow remot attack conduct cross-sit request forgeri csrf attack via request without authenticity_token demonstr craft html page creat new administr account,,f,f,f
cve-2015-1589,2015-02-12,,0.0,directori travers vulner archmag 0.2.4 allow remot attack write arbitrari file via .. dot dot chm file,,f,f,f
cve-2015-1846,2015-02-17,,0.0,unzoo allow remot attack caus denial servic infinit loop resourc consumpt via unspecifi vector 1 extrarch 2 listarch function relat pointer handl,,f,f,f
cve-2015-1648,2015-02-17,,0.0,asp.net microsoft .net framework 1.1 sp1 2.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 customerror configur disabl allow remot attack obtain sensit configuration-fil inform via craft request aka `` asp.net inform disclosur vulner '',,f,f,f
cve-2015-2054,2015-02-23,,0.0,crlf inject vulner export.cfg web-bas administr consol sierra wireless aircard 760 762 763 allow remot attack inject arbitrari header via crlf sequenc save paramet,,f,f,f
cve-2015-2075,2015-02-24,,0.0,sap businessobject edg 4.0 allow remot attack delet audit event audite queue via cleardata corba oper aka sap note 2011396,,f,f,f
cve-2015-2076,2015-02-24,,0.0,the audit servic sap businessobject edg 4.0 allow remot attack obtain sensit inform read audit event aka sap note 2011395,,f,f,f
cve-2015-2137,2015-02-27,,0.0,unspecifi vulner HP oper manag omi 9.22 9.23 9.24 9.25 10.00 10.01 allow remot attack execut arbitrari code via unknown vector,,f,f,f
cve-2015-2123,2015-02-27,,0.0,unspecifi vulner HP nonstop safeguard secur softwar h06.x l15.02 j06.x j06.19 allow remot authent user gain privileg leverag expand access,,f,f,f
cve-2015-2165,2015-03-01,,0.0,multipl cross-sit script xss vulner report viewer ericsson drutt mobil servic deliveri platform msdp 4.x 5.x 6.x allow remot attack inject arbitrari web script html via 1 portal 2 fromdat 3 todat 4 fromtim 5 totim 6 kword 7 unam 8 pname 9 sname 10 atyp 11 atitl paramet top-links.jsp 12 portal 13 uid paramet page-summary.jsp b service-summary.jsp 14 portal 15 fromdat 16 todat 17 fromtim 18 totim 19 sortdirect 20 kword 21 unam 22 pname 23 sname 24 file 25 atyp 26 atitl paramet c top-useragent-devices.jsp top-interest-areas.jsp 27 fromdat 28 todat 29 fromtim 30 totim 31 sortdirect 32 kword 33 unam 34 pname 35 sname 36 file 37 atyp 38 atitl paramet top-message-services.jsp 39 portal 40 fromdat 41 todat 42 fromtim 43 totim 44 orderbi 45 sortdirect 46 kword 47 unam 48 pname 49 sname 50 file 51 atyp 52 atitl paramet e user-statistics.jsp f top-web-pages.jsp g top-devices.jsp h top-pages.jsp session-summary.jsp j top-providers.jsp k top-modules.jsp l top-services.jsp 53 fromdat 54 todat 55 fromtim 56 totim 57 orderbi 58 sortdirect 59 uid 60 uid2 61 kword 62 unam 63 pname 64 sname 65 file 66 atyp 67 atitl paramet message-shortcode-summary.jsp 68 fromdat 69 todat 70 fromtim 71 totim 72 orderbi 73 sortdirect 74 uid 75 kword 76 unam 77 pname 78 sname 79 file 80 atyp 81 atitl paramet message-providers-summary.jsp n message-services-summary.jsp 82 kword 83 unam 84 pname 85 sname 86 file 87 atyp 88 atitl paramet license-summary.jsp 89 portal 90 fromdat 91 todat 92 fromtim 93 totim 94 orderbi 95 sortdirect 96 uid 97 uid2 98 kword 99 unam 100 pname 101 sname 102 file 103 atyp 104 atitl paramet useragent-device-summary.jsp 105 fromdat 106 todat 107 fromtim 108 totim 109 orderbi 110 sortdirect 111 kword 112 unam 113 pname 114 sname 115 file 116 atyp 117 atitl paramet top-message-providers.jsp p top-message-devices.jsp q top-message-assets.jsp r top-message-downloads.jsp top-message-shortcode.jsp 118 fromdat 119 todat 120 fromtim 121 totim 122 kword 123 unam 124 pname 125 sname 126 file 127 atyp 128 atitl paramet request-summary.jsp 129 portal paramet link-summary-select.jsp 130 provider-summary-select.jsp 131 module-summary-select.jsp 132 portal 133 uid 134 kword 135 unam 136 pname 137 sname 138 file 139 atyp 140 atitl paramet link-summary.jsp 141 portal 142 fromdat 143 todat 144 fromtim 145 totim 146 orderbi 147 sortdirect 148 uid 149 kword 150 unam 151 pname 152 sname 153 file 154 atyp 155 atitl paramet provider-summary.jsp u module-summary.jsp reports/pages/,,f,f,f
cve-2015-2172,2015-03-01,,0.0,dokuwiki 2014-05-05d 2014-09-29c properli check permiss acl plugin allow remot authent user gain privileg add delet acl rule via request xmlrpc api,,f,f,f
cve-2015-2187,2015-03-02,,0.0,the dissect_atn_cpdlc_heur function asn1/atn-cpdlc/packet-atn-cpdlc-template.c atn-cpdlc dissector wireshark 1.12.x 1.12.4 properli follow try/endtri code requir allow remot attack caus denial servic stack memori corrupt applic crash via craft packet,,f,f,f
cve-2015-2190,2015-03-02,,0.0,epan/proto.c wireshark 1.12.x 1.12.4 properli handl integ data type greater 32 bit size allow remot attack caus denial servic assert failur applic exit via craft packet improperli handl lldp dissector,,f,f,f
cve-2015-2214,2015-03-05,,0.0,netcat 5.01 earlier allow remot attack obtain instal path via redirect_url paramet netshop/post.php,,f,f,f
cve-2015-2286,2015-03-12,,0.0,lms/templates/footer-edx-new.html open edx edx-platform 2015-01-29 properli restrict link password-reset page allow user-assist remot attack discov password-reset token read refer log victim navig page social-shar site,,f,f,f
cve-2015-2296,2015-03-14,,0.0,the resolve_redirect function sessions.pi request 2.1 2.5.3 allow remot attack conduct session fixat attack via cooki without host valu redirect,,f,f,f
