CVE-ID,ZDI Published Date,Severity Score,Description
CVE-2015-8580,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal foxit phantompdf user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl print method A special craft pdf document forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-8570,2015-12-08,7.4,thi vulner allow domain user reset arbitrari account password vulner instal lepid activ directori self servic No user interact requir exploit vulnerability.th specif flaw exist within process password reset function activ directori self servic A user abl chang password user explicitli deleg power By craft request packet lepid web servic domain user chang password user activ directori domain A malici user use appropri account domain administr
CVE-2015-8572,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal autodesk design review user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl gif file the issu lie failur handl case globalcolort present despit specifi An attack could leverag vulner execut code within context current process
CVE-2015-8572,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal autodesk design review user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl gif file the issu lie failur ensur datasubblock size valid An attack could leverag vulner execut code within context current process
CVE-2015-8572,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal autodesk design review user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl pcx file the issu lie failur decod scan line within bound alloc buffer An attack could leverag vulner execut code within context current process
CVE-2015-8571,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal autodesk design review user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl bmp file the issu lie failur test integ overflow multipli biclrus valu four An attack could leverag vulner execut code within context current process
CVE-2015-8572,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal autodesk design review user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl fli file the issu lie failur ensur run-length encod data write outsid bound alloc buffer An attack could leverag vulner execut code within context current process
CVE-2015-8572,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal autodesk design review user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl bmp file the issu lie failur ensur run-length encod data write outsid bound alloc buffer An attack could leverag vulner execut code within context current process
CVE-2015-8453,2015-12-08,5.1,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within adob flash player process jit data could allow remot attack bypass aslr via malici swf file web page
CVE-2015-8450,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within textfield object By manipul filter properti textfield attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-8449,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within movieclip object By call lineto method movieclip object attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-8448,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within displacementmapfilt object By manipul mapbitmap properti displacementmapfilt object attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-8447,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl color object By manipul argument settransform method color object attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-8446,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl mp3 file the issu lie failur alloc enough space comm tag An attack could leverag vulner execut arbitrari code context current process
CVE-2015-8445,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within shader filter By suppli larg bitmapdata object sourc possibl trigger integ overflow lead heap overflow An attack leverag vulner execut arbitrari code context current process
CVE-2015-8442,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within movieclip object By manipul filter properti movieclip object attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-8439,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within sharedobject object By call getremot method possibl trigger type confus condit An attack leverag vulner execut arbitrari code context current process
CVE-2015-8438,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl xml object By call tostr method possibl trigger heap buffer overflow An attack leverag vulner execut arbitrari code context current process
CVE-2015-8437,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl select object By call setfocu method possibl trigger use-after-fre An attack leverag vulner execut arbitrari code context current process
CVE-2015-8436,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within printjob object By manipul argument pass addpag method attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-8050,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th vulner implement movieclip.begingradientfil method By perform certain action attack forc movieclip-rel object memori reus freed An attack leverag vulner execut code context current process
CVE-2015-8049,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within textfield object By manipul autos properti textfield attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-6134,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code applic use jscript script languag vulner instal microsoft window microsoft internet explor affect applic user interact requir exploit vulner target must visit malici page open malici file.th specif flaw relat jscript handl extern object also serv callabl object within script An `` extern object '' object provid host applic oppos provid script engin through use certain script method attack caus jscript use integ pointer callabl object An attack leverag execut arbitrari code context current process
CVE-2015-6151,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal microsoft internet explor user interact requir exploit vulner target must visit malici page open malici file.th vulner relat internet explor track select text web page By manipul document 's element attack forc cselecttrack object memori reus freed An attack leverag vulner execut code context current process
CVE-2015-6147,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal microsoft internet explor user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within usag ctablerowcellscollectioncacheitem object By use function object bound access memori occur An attack leverag vulner execut code context current process
CVE-2015-6136,2015-12-08,4.3,thi vulner allow remot attack disclos content memori applic use vbscript script languag vulner instal microsoft window microsoft internet explor affect applic user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within implement vbscript strcomp function By suppli special craft paramet attack disclos content memori An attack use inform conjunct vulner execut code context process
CVE-2015-6136,2015-12-08,4.3,thi vulner allow remot attack disclos content memori applic use vbscript script languag vulner instal microsoft window microsoft internet explor affect applic user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within implement vbscript split function By suppli special craft paramet attack disclos content memori An attack use inform conjunct vulner execut code context process
CVE-2015-6136,2015-12-08,4.3,thi vulner allow remot attack disclos content memori applic use vbscript script languag vulner instal microsoft window microsoft internet explor affect applic user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within implement vbscript replac function By suppli special craft paramet attack disclos content memori An attack use inform conjunct vulner execut code context process
CVE-2015-6136,2015-12-08,4.3,thi vulner allow remot attack disclos content memori applic use vbscript script languag vulner instal microsoft window microsoft internet explor affect applic user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within implement vbscript instr instrrev function By suppli special craft paramet attack disclos content memori An attack use inform conjunct vulner execut code context process
CVE-2015-6136,2015-12-08,4.3,thi vulner allow remot attack disclos content memori applic use vbscript script languag vulner instal microsoft window microsoft internet explor affect applic user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within implement vbscript instrb function By suppli special craft paramet attack disclos content memori An attack use inform conjunct vulner execut code context process
CVE-2015-6136,2015-12-08,4.3,thi vulner allow remot attack disclos content memori applic use vbscript script languag vulner instal microsoft window microsoft internet explor affect applic user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within implement vbscript filter function By suppli special craft paramet attack disclos content memori An attack use inform conjunct vulner execut code context process
CVE-2015-6136,2015-12-08,4.3,thi vulner allow remot attack disclos content memori applic use vbscript script languag vulner instal microsoft window microsoft internet explor affect applic user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within implement vbscript join function By suppli special craft paramet attack disclos content memori An attack use inform conjunct vulner execut code context process
CVE-2015-6150,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal microsoft internet explor user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within usag ctablelayout object By manipul document 's element attack forc dangl pointer reus freed An attack leverag vulner execut code context current process
CVE-2015-6149,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal microsoft internet explor user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within usag ctablecel object contain manipul colspan attribut improp use intern array lead remot code execut An attack leverag vulner execut code context current process
CVE-2015-6148,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal microsoft internet explor user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within usag cbgsound object By manipul document 's element attack forc dangl pointer reus freed An attack leverag vulner execut code context current process
CVE-2015-6142,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal microsoft internet explor user interact requir exploit vulner target must visit malici page open malici file.th vulner relat internet explor process style attribut By manipul document 's element attack forc array alloc cstyleattrarray object process cattrarray object An attack leverag vulner execut code context current process
CVE-2015-6135,2015-12-08,4.3,thi vulner allow remot attack disclos content memori applic use vbscript script languag vulner instal microsoft window microsoft internet explor affect applic user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within implement vbscript createobject function By suppli special craft paramet attack disclos content memori An attack use inform conjunct vulner execut arbitrari code context current process
CVE-2015-6141,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal microsoft internet explor user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within usag cstylesheet object By manipul document 's element attack forc out-of-bound memori access occur An attack leverag vulner execut code context current process
CVE-2015-6143,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal microsoft internet explor user interact requir exploit vulner target must visit malici page open malici file.th vulner relat internet explor process style attribut By manipul document 's element attack forc array alloc cattrarray object reus freed An attack leverag vulner execut code context current process
CVE-2015-6168,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal microsoft edg user interact requir exploit vulner target must visit malici page open malici file.th vulner relat microsoft edg delet element attribut array implement cattrarray By manipul document 's element attack caus edg read memori outsid bound array An attack leverag vulner execut code context current process
CVE-2015-6160,2015-12-08,6.8,thi vulner allow remot attack execut arbitrari code vulner instal microsoft internet explor user interact requir exploit vulner target must visit malici page open malici file.th vulner relat internet explor notifi mutat observ modif document 's charact data By manipul document 's element attack forc ctreepo object memori reus freed An attack leverag vulner execut code context current process
CVE-2015-6857,2015-12-02,7.5,thi vulner allow remot attack execut arbitrari code vulner instal hewlett-packard loadrunn authent requir exploit vulner the specif flaw exist within virtual tabl server listen default port 4000 By provid connect string malici sql command /data/import_databas resourc attack abl execut arbitrari sql command databas An attack could use modifi databas execut arbitrari code context network servic
CVE-2015-6478,2015-12-02,6.8,thi vulner allow remot attack execut arbitrari code vulner instal unitron visilog oplc ide user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within chartgrid object teechart5.ocx A call colwidth modifi caus user-suppli valu written address user memori An attack leverag vulner execut arbitrari code context process
CVE-2015-6478,2015-12-02,6.8,thi vulner allow remot attack execut arbitrari code vulner instal unitron visilog oplc ide user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within chartgridnavig control teechart5.ocx the gridlink modifi take integ caller interpret object address use process thi vulner leverag attack achiev remot code execut context process
CVE-2015-6478,2015-12-02,6.8,thi vulner allow remot attack execut arbitrari code vulner instal unitron visilog oplc ide user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within teechart object teechart5.ocx the removeseri method object take user-suppli integ index array object pointer the index check valid caus arbitrari memori interpret object An attack leverag vulner execut arbitrari code context user
CVE-2015-6478,2015-12-02,6.8,thi vulner allow remot attack execut arbitrari code vulner instal unitron visilog oplc ide user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within teepreview object teechart5.ocx the chartlink accessor object take user-suppli integ interpret address caus arbitrari memori interpret object An attack leverag vulner execut arbitrari code context user
CVE-2015-7905,2015-12-02,6.8,thi vulner allow remot attack execut arbitrari code vulner instal unitron unidownload unitron visilog oplc ide user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within process postdatab firewalldatab properti ipworksssl.https.1 activex control both properti take valu script treat address safearray process inform safearray structur An attack leverag type confus execut arbitrari code context process
CVE-2015-7905,2015-12-02,6.8,thi vulner allow remot attack execut arbitrari code vulner instal unitron unidownload user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within process sslcerthandl properti ipworksssl.http activex control A craft valu caus system softwar treat arbitrari memori certif structur modifi An attack leverag attain remot code execut context user
CVE-2015-7905,2015-12-02,6.8,thi vulner allow remot attack execut arbitrari code vulner instal unitron unidownload user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within implement winsockpath properti http activex control the control pass properti url dll loadlibrarya api automat execut dllmain dll thi leverag attack remot code execut context process
CVE-2015-6478,2015-12-02,6.8,thi vulner allow remot attack execut arbitrari code vulner instal unitron visilog oplc ide user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within teecommand object teechart5.ocx A call chartlink method object caus arbitrari memori interpret object An attack leverag vulner execut arbitrari code context user
CVE-2015-7913,2015-11-20,7.2,thi vulner allow attack elev privileg vulner instal tibbo aggreg scada/hmi user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within window servic `` aggreg server servic '' ag_server_service.ex It offer default apach axi adminservic contact local user publish arbitrari class via 'deploy method An attack leverag vulner execut code context system
CVE-2015-7912,2015-11-20,9.3,thi vulner allow remot attack execut arbitrari code vulner instal tibbo aggreg scada/hmi authent requir exploit vulner the specif flaw exist within window servic `` aggreg server servic '' ag_server_service.ex through `` ice face '' servlet possibl upload arbitrari java code insid access web path due function allow import applic properti upload xml file An attack leverag vulner execut code context system
CVE-2015-7036,2015-11-18,7.5,thi vulner allow remot attack execut arbitrari code vulner instal sqlite user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl fts3_token function the issu lie option second argument expect pointer structur An attack leverag vulner achiev code execut context current process
CVE-2015-6696,2015-11-16,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob reader DC user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within agm.dll A special craft pdf multipl layer forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-1767,2015-11-12,6.8,thi vulner allow remot attack execut arbitrari code vulner instal microsoft internet explor user interact requir exploit vulner target must visit malici page open malici file.th vulner relat treewalk object By manipul document 's element attack forc ctreenod object memori reus freed An attack leverag vulner execut code context current process
CVE-2015-7657,2015-11-10,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within actioncallmethod opcod By manipul argument pass actioncallmethod opcod attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-7659,2015-11-10,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within netconnect object By overrid specif object properti possibl trigger type confus condit An attack leverag vulner execut arbitrari code context current process
CVE-2015-7660,2015-11-10,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within setmask method By manipul argument pass setmask method attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-7661,2015-11-10,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within getbound method By manipul as2 stack call getbound method attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-8042,2015-11-10,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl sound object By call loadsound method possibl trigger use-after-fre An attack leverag vulner execut arbitrari code context current process
CVE-2015-7658,2015-11-10,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within actioninstanceof opcod By manipul argument pass actioninstanceof opcod attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
CVE-2015-7653,2015-11-10,6.8,thi vulner allow remot attack execut arbitrari code vulner instal adob flash user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within movieclip object By manipul argument globaltoloc method movieclip object attack forc dangl pointer reus freed An attack leverag vulner execut arbitrari code context current process
